	CustomerID	Calendarday	month	PerformanceEvaluationPlanned	PerformanceEvaluationExecuted	PerformanceEvaluationAdHoc	TERRID	SAPECCSalesGroup	SAPECoeficient	APECoeficient	FPECoeficient	SAMEDAYVISIT	OVERDUE	UNDERDUE	OK	NOTOK	STATUS	V22	OVERDUEDAYS	TRESHOLD
65226	100006276	11/9/2017	11	1	1	 	Employee 11	Team 9	54	63	67,5	same day visit	 	 	 	 	same day visit	not ok	 	,15
66170	100006354	9/14/2017	9	1	1	 	Employee 11	Team 9	70,0846666666667	52,9667333333333	35,0423333333334	same day visit	 	 	 	 	same day visit	not ok	 	,15
66184	100006355	5/18/2017	5	1	1	 	Employee 13	Team 9	45,2526923076923	37,6918461538462	22,6263461538462	same day visit	 	 	 	 	same day visit	not ok	 	,15
70672	100007098	6/22/2017	 	 	 	 	 	 	70,0373090909091	28,9453939393939	15,2322424242425	same day visit	 	 	 	 	same day visit	not ok	 	,15
70677	100007098	8/17/2017	8	1	1	 	Employee 44	Team 1	71,2186424242424	33,5026666666667	1E-014	same day visit	 	 	 	 	same day visit	not ok	 	,15
71639	100007212	12/15/2017	12	1	1	 	Employee 42	Team 1	68,0636363636364	47,6806818181818	61,5045454545455	same day visit	 	 	 	 	same day visit	not ok	 	,15
77494	100008060	9/13/2017	9	1	1	 	Employee 72	Team 3	94,0681818181818	84,15	94,0681818181818	same day visit	 	 	 	 	same day visit	not ok	 	,15
80763	100008448	8/11/2017	8	1	1	 	Employee 55	Team 11	21,24	65,6	29,8	same day visit	 	 	 	 	same day visit	not ok	 	,15
81121	100008537	6/20/2017	 	 	 	 	 	 	30,0529761904762	29,6743333333333	39,0071428571429	same day visit	 	 	 	 	same day visit	not ok	 	,15
82454	100008756	6/23/2017	6	 	 	1	Employee 61	Team 7	76,2866666666667	23,2833333333333	14,7344	same day visit	 	 	 	 	same day visit	not ok	 	,15
85950	100009312	11/10/2017	11	1	1	 	Employee 13	Team 9	42,8366666666667	45,8033333333333	42,9127083333333	same day visit	 	 	 	 	same day visit	not ok	 	,15
85979	100009323	11/10/2017	 	 	 	 	 	 	57,6078	57,1648	57,6078	same day visit	 	 	 	 	same day visit	not ok	 	,15
86038	100009325	11/10/2017	 	 	 	 	 	 	75,95	86,25	78,63125	same day visit	 	 	 	 	same day visit	not ok	 	,15
86081	100009326	11/10/2017	 	 	 	 	 	 	65,6833333333333	69,8	67,45	same day visit	 	 	 	 	same day visit	not ok	 	,15
86125	100009330	11/10/2017	 	 	 	 	 	 	67,57	68,899	63,0957	same day visit	 	 	 	 	same day visit	not ok	 	,15
86238	100009341	10/20/2017	10	 	 	1	Employee 13	Team 9	62,9356140350877	51,1044736842105	44,0621271929825	same day visit	 	 	 	 	same day visit	not ok	 	,15
86243	100009341	11/10/2017	 	 	 	 	 	 	60,0886842105263	61,2320175438596	59,0504166666667	same day visit	 	 	 	 	same day visit	not ok	 	,15
86319	100009355	11/10/2017	 	 	 	 	 	 	51,2666666666667	54,0666666666667	54,975	same day visit	 	 	 	 	same day visit	not ok	 	,15
86383	100009357	11/10/2017	 	 	 	 	 	 	54,0456666666667	75,062	49,9700666666667	same day visit	 	 	 	 	same day visit	not ok	 	,15
86402	100009359	11/10/2017	 	 	 	 	 	 	50,2983	60,4351333333333	50,2983	same day visit	 	 	 	 	same day visit	not ok	 	,15
86437	100009361	11/10/2017	 	 	 	 	 	 	34,5045523809524	43,1727428571429	43,7298642857143	same day visit	 	 	 	 	same day visit	not ok	 	,15
86481	100009364	11/10/2017	 	 	 	 	 	 	80,4068333333333	77,4423333333333	78,0975833333333	same day visit	 	 	 	 	same day visit	not ok	 	,15
86525	100009366	11/10/2017	 	 	 	 	 	 	75,4916666666667	73,0916666666667	75,725	same day visit	 	 	 	 	same day visit	not ok	 	,15
86658	100009382	11/10/2017	 	 	 	 	 	 	66,875	73,7	69,85	same day visit	 	 	 	 	same day visit	not ok	 	,15
86955	100009427	11/10/2017	 	 	 	 	 	 	48,4008333333333	59,6716666666667	51,4352083333333	same day visit	 	 	 	 	same day visit	not ok	 	,15
88157	100009580	7/13/2017	7	1	1	 	Employee 1	Team 10	41,6304545454545	47,1459090909091	43,5852272727273	same day visit	 	 	 	 	same day visit	not ok	 	,15
88208	100009581	5/10/2017	5	1	1	 	Employee 1	Team 10	51,351	56,171	49,7743333333333	same day visit	 	 	 	 	same day visit	not ok	 	,15
88829	100009721	7/28/2017	7	 	 	1	Employee 53	Team 2	63,6	46,725	34,19375	same day visit	 	 	 	 	same day visit	not ok	 	,15
88901	100009729	7/27/2017	7	 	 	1	Employee 52	Team 2	55,0666666666667	18,534	30,7333333333333	same day visit	 	 	 	 	same day visit	not ok	 	,15
89083	100009746	7/26/2017	7	 	 	1	Employee 53	Team 2	49,4	28,6275	33,965	same day visit	 	 	 	 	same day visit	not ok	 	,15
90792	100010080	8/11/2017	8	1	1	 	Employee 55	Team 11	36,025	40,6	43,7883333333333	same day visit	 	 	 	 	same day visit	not ok	 	,15
91991	100011241	7/28/2017	7	 	 	1	Employee 26	Team 5	83,85	36,8333333333333	0	same day visit	 	 	 	 	same day visit	not ok	 	,15
102006	100017441	8/16/2017	8	1	1	 	Employee 24	Team 11	57,0982727272727	49,3261363636364	58,5867727272727	same day visit	 	 	 	 	same day visit	not ok	 	,15
102900	100017535	6/23/2017	6	1	1	 	Employee 10	Team 9	42,07	35,2997142857143	28,0466666666667	same day visit	 	 	 	 	same day visit	not ok	 	,15
103500	100017627	11/9/2017	11	1	1	 	Employee 11	Team 9	90,275	81,8	91,775	same day visit	 	 	 	 	same day visit	not ok	 	,15
105589	100017850	10/20/2017	10	1	1	 	Employee 63	Team 12	54,2	32,0625	1E-014	same day visit	 	 	 	 	same day visit	not ok	 	,15
106066	100017890	8/18/2017	8	1	1	 	Employee 44	Team 1	76,6645454545454	38,3438181818182	65,7689772727273	same day visit	 	 	 	 	same day visit	not ok	 	,15
116353	100022267	8/24/2017	8	1	1	 	Employee 11	Team 9	81,6666666666667	69,5523809523809	81,6666666666667	same day visit	 	 	 	 	same day visit	not ok	 	,15
116358	100022267	9/14/2017	9	1	1	 	Employee 11	Team 9	81,6666666666667	80,1190476190476	81,6666666666667	same day visit	 	 	 	 	same day visit	not ok	 	,15
117391	100022391	7/26/2017	7	1	1	 	Employee 68	Team 3	64,8857142857143	58,67	63,1476190476191	same day visit	 	 	 	 	same day visit	not ok	 	,15
119687	100022632	11/10/2017	 	 	 	 	 	 	56,2214285714286	58,1714285714286	59,1964285714286	same day visit	 	 	 	 	same day visit	not ok	 	,15
122158	100022891	6/23/2017	6	 	 	1	Employee 61	Team 7	81,6026666666667	26,5666666666667	18,7248222222222	same day visit	 	 	 	 	same day visit	not ok	 	,15
125895	100023188	10/6/2017	10	1	1	 	Employee 5	Team 8	52,3068181818182	51,6628181818182	55,8068181818182	same day visit	 	 	 	 	same day visit	not ok	 	,15
125908	100023188	11/17/2017	11	1	1	 	Employee 5	Team 8	69,7568181818182	54,0703636363636	44,4801136363637	same day visit	 	 	 	 	same day visit	not ok	 	,15
125912	100023188	12/1/2017	12	1	1	 	Employee 5	Team 8	69,7568181818182	62,7508181818182	73,0955681818182	same day visit	 	 	 	 	same day visit	not ok	 	,15
126907	100023263	12/12/2017	12	1	1	 	Employee 11	Team 9	73,6286666666666	46,9783666666667	49,0857777777778	same day visit	 	 	 	 	same day visit	not ok	 	,15
130109	100023521	8/24/2017	8	1	1	 	Employee 11	Team 9	93,6286666666667	86,0976666666667	93,6286666666667	same day visit	 	 	 	 	same day visit	not ok	 	,15
130124	100023521	11/9/2017	11	1	1	 	Employee 11	Team 9	93,6286666666667	83,8826666666667	93,6286666666667	same day visit	 	 	 	 	same day visit	not ok	 	,15
130998	100023583	6/14/2017	6	1	1	 	Employee 3	Team 10	36,2579333333333	27,8409333333333	26,5852153846154	same day visit	 	 	 	 	same day visit	not ok	 	,15
132176	100023642	10/6/2017	10	1	1	 	Employee 5	Team 8	61,2058181818182	53,7543181818182	61,2058181818182	same day visit	 	 	 	 	same day visit	not ok	 	,15
132189	100023642	11/17/2017	11	1	1	 	Employee 5	Team 8	78,6558181818182	71,7393181818182	72,5683181818182	same day visit	 	 	 	 	same day visit	not ok	 	,15
132193	100023642	12/1/2017	12	1	1	 	Employee 5	Team 8	85,6558181818182	82,0453181818182	84,7808181818182	same day visit	 	 	 	 	same day visit	not ok	 	,15
139452	100024175	12/7/2017	12	1	1	 	Employee 4	Team 10	93,2	82,15	94,7844	same day visit	 	 	 	 	same day visit	not ok	 	,15
140166	100024705	10/20/2017	10	 	 	1	Employee 57	Team 7	62,81	56,864	59,87	same day visit	 	 	 	 	same day visit	not ok	 	,15
