	CustomerID	Calendarday	month	PerformanceEvaluationPlanned	PerformanceEvaluationExecuted	PerformanceEvaluationAdHoc	TERRID	SAPECCSalesGroup	SAPECoeficient	APECoeficient	FPECoeficient	SAMEDAYVISIT	OVERDUE	UNDERDUE	OK	NOTOK	STATUS	V22	OVERDUEDAYS	TRESHOLD
3	100000136	5/11/2017	5	1	1	 	Employee 44	Team 1	90,9875	 	90,9875	 	 	 	ok	 	ok	ok	 	,15
47	100000136	10/9/2017	10	1	1	 	Employee 44	Team 1	96	 	96	 	 	 	ok	 	not ok	ok	 	,15
120	100000142	5/16/2017	5	1	1	 	Employee 42	Team 1	79,985119047619	 	76,0690476190476	 	 	 	ok	 	ok	ok	 	,15
130	100000142	7/18/2017	7	1	1	 	Employee 42	Team 1	81,1364035087719	 	79,1689025689223	 	 	 	ok	 	ok	ok	 	,15
161	100000144	6/14/2017	6	1	1	 	Employee 43	Team 1	30,6278846153846	 	30,6278846153846	 	 	 	ok	 	ok	ok	 	,15
172	100000144	8/23/2017	8	1	1	 	Employee 43	Team 1	30,4458333333333	 	30,4458333333333	 	 	 	ok	 	ok	ok	 	,15
182	100000144	10/18/2017	10	1	1	 	Employee 43	Team 1	34,9458333333333	 	33,4458333333333	 	 	 	ok	 	ok	ok	 	,15
281	100000146	7/18/2017	7	1	1	 	Employee 41	Team 1	60,8708333333333	 	60,8708333333333	 	 	 	ok	 	not ok	ok	 	,15
290	100000146	9/12/2017	9	1	1	 	Employee 41	Team 1	60,8708333333333	 	60,8708333333333	 	 	 	ok	 	not ok	ok	 	,15
300	100000146	11/7/2017	11	1	1	 	Employee 41	Team 1	64,3708333333333	 	64,3708333333333	 	 	 	ok	 	not ok	ok	 	,15
321	100000200	6/14/2017	6	1	1	 	Employee 43	Team 1	84,1573571428572	 	84,8862857142857	 	 	 	ok	 	ok	ok	 	,15
341	100000200	10/18/2017	10	1	1	 	Employee 43	Team 1	83,2136403508772	 	83,3884210526316	 	 	 	ok	 	ok	ok	 	,15
353	100000200	12/6/2017	12	1	1	 	Employee 43	Team 1	83,9189035087719	 	83,918903508772	 	 	 	ok	 	ok	ok	 	,15
401	100000202	10/16/2017	10	1	1	 	Employee 28	Team 5	71,1	 	69,9666666666667	 	overdue	 	 	 	overdue	ok	9	,15
407	100000202	11/20/2017	11	1	1	 	Employee 28	Team 5	71,1	 	71,1	 	 	 	ok	 	ok	ok	 	,15
433	100000203	8/14/2017	8	1	1	 	Employee 28	Team 5	78,7623015873016	 	78,7623015873017	 	 	 	ok	 	not ok	ok	 	,15
440	100000203	9/25/2017	9	1	1	 	Employee 28	Team 5	79,1115079365079	 	78,9369047619048	 	 	 	ok	 	not ok	ok	 	,15
444	100000203	10/16/2017	10	1	1	 	Employee 28	Team 5	80,9115079365079	 	80,3115079365079	 	overdue	 	 	 	overdue	ok	9	,15
496	100000206	5/16/2017	5	1	1	 	Employee 42	Team 1	79,2792857142857	 	79,5633333333333	 	 	 	ok	 	ok	ok	 	,15
506	100000206	7/18/2017	7	1	1	 	Employee 42	Team 1	81,1305701754386	 	81,1382847744361	 	 	 	ok	 	ok	ok	 	,15
515	100000206	9/12/2017	9	1	1	 	Employee 42	Team 1	78,0031140350877	 	80,4770175438597	 	 	 	ok	 	ok	ok	 	,15
535	100000208	5/11/2017	5	1	1	 	Employee 42	Team 1	80,4375	 	75,6311011904762	 	 	 	ok	 	ok	ok	 	,15
639	100000213	5/16/2017	5	1	1	 	Employee 27	Team 5	84,0192307692308	 	85,0192307692308	 	 	 	ok	 	ok	ok	 	,15
648	100000213	7/11/2017	7	1	1	 	Employee 27	Team 5	91,2875	 	90,6891826923077	 	 	 	ok	 	ok	ok	 	,15
667	100000213	11/14/2017	11	1	1	 	Employee 27	Team 5	83,0283333333333	 	83,1933333333333	 	 	 	ok	 	ok	ok	 	,15
670	100000213	11/28/2017	12	1	1	 	Employee 27	Team 5	88,0583333333333	 	83,5083333333333	 	overdue	 	 	 	overdue	ok	8	,15
710	100000216	12/11/2017	12	1	1	 	Employee 26	Team 5	80,9	 	91,1	 	 	 	ok	 	ok	ok	 	,15
760	100000218	6/23/2017	6	1	1	 	Employee 26	Team 5	46,2817307692308	 	47,0317307692308	 	 	 	ok	 	ok	ok	 	,15
824	100000220	12/11/2017	12	1	1	 	Employee 26	Team 5	85,525	 	94,305	 	 	 	ok	 	ok	ok	 	,15
941	100000225	5/9/2017	5	1	1	 	Employee 43	Team 1	65,5857142857143	 	69,1857142857143	 	overdue	 	 	 	overdue	ok	3	,15
953	100000225	7/11/2017	7	1	1	 	Employee 43	Team 1	75,2428571428571	 	77,5571428571429	 	 	 	 	 	 	ok	 	,15
965	100000225	9/19/2017	9	1	1	 	Employee 43	Team 1	75,9571428571429	 	78,94	 	 	 	ok	 	ok	ok	 	,15
980	100000225	12/19/2017	12	1	1	 	Employee 43	Team 1	89,0575396825397	 	89,5075396825397	 	 	 	ok	 	not ok	ok	 	,15
989	100000227	6/12/2017	6	1	1	 	Employee 48	Team 4	69,2709615384615	 	69,2709615384615	 	overdue	 	 	 	overdue	ok	8	,15
1005	100000227	9/18/2017	9	1	1	 	Employee 48	Team 4	81,7	 	82,45	 	 	 	ok	 	ok	ok	 	,15
1027	100000228	6/12/2017	6	1	1	 	Employee 48	Team 4	86,4625	 	86,4625	 	overdue	 	 	 	overdue	ok	8	,15
1043	100000228	9/18/2017	9	1	1	 	Employee 48	Team 4	89,4625	 	89,4625	 	 	 	ok	 	ok	ok	 	,15
1230	100000243	6/20/2017	6	1	1	 	Employee 48	Team 4	48,44	 	48,44	 	 	 	ok	 	ok	ok	 	,15
1245	100000243	9/19/2017	9	1	1	 	Employee 48	Team 4	45,3516666666667	 	45,1516666666667	 	 	 	ok	 	ok	ok	 	,15
1259	100000243	12/19/2017	12	1	1	 	Employee 48	Team 4	43,9808333333333	 	44,0002777777778	 	 	 	ok	 	ok	ok	 	,15
1271	100000244	7/6/2017	7	1	1	 	Employee 46	Team 4	43,0923076923077	 	43,0923076923077	 	overdue	 	 	 	overdue	ok	16	,15
1296	100000245	7/13/2017	7	1	1	 	Employee 46	Team 4	66,9722222222222	 	66,7338624338624	 	overdue	 	 	 	overdue	ok	9	,15
1305	100000245	9/7/2017	9	1	1	 	Employee 46	Team 4	76,1722222222222	 	79,1722222222222	 	 	 	ok	 	ok	ok	 	,15
1317	100000245	11/16/2017	11	1	1	 	Employee 46	Team 4	76,15	 	79,9	 	 	 	ok	 	ok	ok	 	,15
1335	100000246	9/7/2017	9	1	1	 	Employee 46	Team 4	78,75	 	78,75	 	 	 	ok	 	ok	ok	 	,15
1346	100000246	11/16/2017	11	1	1	 	Employee 46	Team 4	93,625	 	86,1875	 	 	 	ok	 	ok	ok	 	,15
1362	100000247	8/17/2017	8	1	1	 	Employee 46	Team 4	73,65	 	73,65	 	 	 	ok	 	ok	ok	 	,15
1451	100000253	6/19/2017	6	1	1	 	Employee 45	Team 4	91,9857142857143	 	87,4857142857143	 	 	 	ok	 	ok	ok	 	,15
1465	100000253	9/11/2017	9	1	1	 	Employee 45	Team 4	85,8079365079365	 	87,1079365079365	 	 	 	ok	 	not ok	ok	 	,15
1471	100000253	10/16/2017	10	1	1	 	Employee 45	Team 4	91,0079365079365	 	91,0079365079365	 	 	 	ok	 	ok	ok	 	,15
1477	100000253	11/20/2017	11	1	1	 	Employee 45	Team 4	91,8968253968254	 	91,4523809523809	 	 	 	ok	 	not ok	ok	 	,15
1511	100000259	5/11/2017	5	1	1	 	Employee 45	Team 4	89,4351428571429	 	88,3208571428572	 	 	 	ok	 	ok	ok	 	,15
1523	100000259	7/17/2017	7	1	1	 	Employee 45	Team 4	84,8261904761905	 	86,4589206349206	 	 	 	ok	 	ok	ok	 	,15
1599	100000262	11/2/2017	11	1	1	 	Employee 39	Team 6	78,4	 	78,4	 	 	 	ok	 	ok	ok	 	,15
1606	100000263	7/20/2017	7	1	1	 	Employee 39	Team 6	40,1902	 	40,1902	 	 	 	ok	 	ok	ok	 	,15
1644	100000269	8/4/2017	8	1	1	 	Employee 39	Team 6	68,8857142857143	 	68,8857142857143	 	overdue	 	 	 	overdue	ok	15	,15
1704	100000280	6/12/2017	6	1	1	 	Employee 39	Team 6	43,9842666666667	 	46,2122666666667	 	 	 	ok	 	ok	ok	 	,15
1718	100000280	12/12/2017	12	1	1	 	Employee 39	Team 6	42,2748666666667	 	51,8947066666667	 	 	 	ok	 	ok	ok	 	,15
1726	100000282	6/14/2017	6	1	1	 	Employee 35	Team 6	48,9092666666667	 	46,6812666666667	 	 	 	ok	 	ok	ok	 	,15
1762	100000286	7/24/2017	7	1	1	 	Employee 38	Team 6	77,342	 	77,342	 	 	 	ok	 	ok	ok	 	,15
1771	100000286	9/18/2017	9	1	1	 	Employee 38	Team 6	77,342	 	77,342	 	 	 	ok	 	ok	ok	 	,15
1784	100000286	12/11/2017	12	1	1	 	Employee 38	Team 6	77,342	 	77,8736	 	 	 	ok	 	ok	ok	 	,15
1795	100000294	8/11/2017	8	1	1	 	Employee 38	Team 6	82,8833333333333	 	82,8833333333334	 	 	 	ok	 	ok	ok	 	,15
1809	100000294	11/10/2017	11	1	1	 	Employee 38	Team 6	82,8833333333333	 	84,8083333333333	 	 	 	ok	 	not ok	ok	 	,15
1837	100000298	5/23/2017	5	1	1	 	Employee 34	Team 6	89,925	 	92,0375	 	 	 	ok	 	ok	ok	 	,15
1899	100000302	5/11/2017	5	1	1	 	Employee 37	Team 6	58,05	 	58,05	 	 	 	ok	 	ok	ok	 	,15
1914	100000302	9/11/2017	9	1	1	 	Employee 37	Team 6	47,4	 	64,9333333333333	 	 	 	ok	 	ok	ok	 	,15
1946	100000303	8/14/2017	8	1	1	 	Employee 37	Team 6	40,6976190476191	 	40,6976190476191	 	 	 	ok	 	ok	ok	 	,15
1995	100000308	12/1/2017	12	1	1	 	Employee 45	Team 4	66	 	68,8333333333334	 	 	 	ok	 	ok	ok	 	,15
2039	100000312	5/11/2017	5	1	1	 	Employee 37	Team 6	72	 	72	 	 	 	ok	 	ok	ok	 	,15
2053	100000312	8/14/2017	8	1	1	 	Employee 37	Team 6	88	 	88	 	 	 	ok	 	not ok	ok	 	,15
2067	100000312	11/6/2017	11	1	1	 	Employee 37	Team 6	85,3	 	85,3	 	 	 	ok	 	ok	ok	 	,15
2089	100000313	8/14/2017	8	1	1	 	Employee 37	Team 6	92,026	 	92,026	 	 	 	ok	 	ok	ok	 	,15
2094	100000313	9/11/2017	9	1	1	 	Employee 37	Team 6	92,026	 	92,026	 	 	 	ok	 	ok	ok	 	,15
2112	100000314	5/11/2017	5	1	1	 	Employee 37	Team 6	84,3935	 	84,3935	 	 	 	ok	 	ok	ok	 	,15
2126	100000314	8/14/2017	8	1	1	 	Employee 37	Team 6	82,45	 	85,0166666666667	 	 	 	ok	 	ok	ok	 	,15
2131	100000314	9/11/2017	9	1	1	 	Employee 37	Team 6	82,45	 	82,45	 	 	 	ok	 	ok	ok	 	,15
2140	100000314	11/6/2017	11	1	1	 	Employee 37	Team 6	82,45	 	82,45	 	 	 	ok	 	ok	ok	 	,15
2150	100000315	5/11/2017	5	1	1	 	Employee 37	Team 6	84,3083333333333	 	84,3083333333333	 	 	 	ok	 	ok	ok	 	,15
2164	100000315	8/14/2017	8	1	1	 	Employee 37	Team 6	88,95	 	88,95	 	 	 	ok	 	ok	ok	 	,15
2169	100000315	9/11/2017	9	1	1	 	Employee 37	Team 6	88,95	 	88,95	 	 	 	ok	 	ok	ok	 	,15
2178	100000315	11/6/2017	11	1	1	 	Employee 37	Team 6	86,7	 	86,2125	 	 	 	ok	 	ok	ok	 	,15
2188	100000316	5/11/2017	5	1	1	 	Employee 37	Team 6	76,6	 	76,6	 	 	 	ok	 	ok	ok	 	,15
2202	100000316	8/14/2017	8	1	1	 	Employee 37	Team 6	82,3	 	82,3	 	 	 	ok	 	ok	ok	 	,15
2207	100000316	9/11/2017	9	1	1	 	Employee 37	Team 6	82,3	 	82,3	 	 	 	ok	 	ok	ok	 	,15
2216	100000316	11/6/2017	11	1	1	 	Employee 37	Team 6	82,3	 	80,8	 	 	 	ok	 	ok	ok	 	,15
2268	100000320	6/13/2017	6	1	1	 	Employee 14	Team 8	84,43	 	84,82427	 	 	 	ok	 	ok	ok	 	,15
2318	100000327	8/8/2017	8	1	1	 	Employee 14	Team 8	98,6	 	98,6	 	 	 	ok	 	ok	ok	 	,15
2445	100000332	7/18/2017	7	1	1	 	Employee 17	Team 8	86,7190476190476	 	86,2298783068784	 	 	 	ok	 	ok	ok	 	,15
2463	100000332	11/14/2017	11	1	1	 	Employee 17	Team 8	91,2019841269841	 	91,7491071428572	 	 	 	ok	 	ok	ok	 	,15
2521	100000334	7/18/2017	7	1	1	 	Employee 17	Team 8	68,2291666666667	 	75,0763888888889	 	 	 	ok	 	ok	ok	 	,15
2548	100000336	7/18/2017	7	1	1	 	Employee 17	Team 8	74,875	 	77,6333333333333	 	 	 	ok	 	ok	ok	 	,15
2566	100000336	11/14/2017	11	1	1	 	Employee 17	Team 8	76,9125	 	77,128125	 	 	 	ok	 	ok	ok	 	,15
2623	100000338	7/18/2017	7	1	1	 	Employee 17	Team 8	85,5208333333333	 	85,175	 	 	 	ok	 	ok	ok	 	,15
2641	100000338	11/14/2017	11	1	1	 	Employee 17	Team 8	89,7166666666667	 	90,134375	 	 	 	ok	 	ok	ok	 	,15
2656	100000339	6/23/2017	6	1	1	 	Employee 6	Team 8	98,2317307692308	 	97,5286057692308	 	 	 	ok	 	ok	ok	 	,15
2680	100000339	11/9/2017	11	1	1	 	Employee 6	Team 8	90,025	 	90,6916666666667	 	 	 	ok	 	ok	ok	 	,15
2684	100000339	11/30/2017	12	1	1	 	Employee 6	Team 8	94,1916666666667	 	94,1916666666667	 	 	 	ok	 	ok	ok	 	,15
2697	100000340	6/22/2017	6	1	1	 	Employee 6	Team 8	99,1692307692308	 	98,4192307692308	 	 	 	ok	 	ok	ok	 	,15
2707	100000340	8/24/2017	8	1	1	 	Employee 6	Team 8	94,4714285714286	 	94,4714285714286	 	 	 	ok	 	ok	ok	 	,15
2709	100000340	8/31/2017	9	1	1	 	Employee 6	Team 8	94,4714285714286	 	94,4714285714286	 	overdue	 	 	 	overdue	ok	9	,15
2716	100000340	10/12/2017	10	1	1	 	Employee 6	Team 8	93,7571428571429	 	93,9357142857143	 	 	 	ok	 	not ok	ok	 	,15
2721	100000340	11/9/2017	11	1	1	 	Employee 6	Team 8	93,7571428571429	 	97,0785714285715	 	 	 	ok	 	ok	ok	 	,15
2725	100000340	11/30/2017	12	1	1	 	Employee 6	Team 8	100,4	 	100,4	 	 	 	ok	 	ok	ok	 	,15
2754	100000341	11/10/2017	11	1	1	 	Employee 6	Team 8	65,2725428571429	 	68,9858761904762	 	 	 	ok	 	ok	ok	 	,15
2763	100000343	5/9/2017	5	1	1	 	Employee 6	Team 8	89,4192307692308	 	88,7629807692308	 	 	 	ok	 	ok	ok	 	,15
2774	100000343	7/18/2017	7	1	1	 	Employee 6	Team 8	94,1	 	94,85	 	 	 	ok	 	ok	ok	 	,15
2800	100000344	5/9/2017	5	1	1	 	Employee 6	Team 8	6,075	 	7,875	 	 	 	ok	 	ok	ok	 	,15
2811	100000345	5/9/2017	5	1	1	 	Employee 6	Team 8	93,175	 	93,55	 	 	 	ok	 	ok	ok	 	,15
2822	100000345	7/18/2017	7	1	1	 	Employee 6	Team 8	93,3464285714286	 	93,7035714285715	 	 	 	ok	 	ok	ok	 	,15
2848	100000348	5/9/2017	5	1	1	 	Employee 6	Team 8	30,0703846153846	 	33,8357692307693	 	 	 	ok	 	ok	ok	 	,15
2859	100000348	7/18/2017	7	1	1	 	Employee 6	Team 8	20,5225	 	20,5225	 	 	 	ok	 	ok	ok	 	,15
2885	100000349	5/9/2017	5	1	1	 	Employee 6	Team 8	20,3153846153846	 	20,7841346153846	 	 	 	ok	 	ok	ok	 	,15
2952	100000353	11/29/2017	12	1	1	 	Employee 6	Team 8	38,7166666666667	 	38,7166666666667	 	 	 	ok	 	ok	ok	 	,15
2988	100000356	8/23/2017	8	1	1	 	Employee 6	Team 8	30,8775	 	30,8775	 	 	 	ok	 	ok	ok	 	,15
3003	100000356	11/29/2017	12	1	1	 	Employee 6	Team 8	34,0858333333333	 	35,1658333333333	 	 	 	ok	 	ok	ok	 	,15
3077	100000364	5/11/2017	5	1	1	 	Employee 14	Team 8	54,7742857142857	 	54,7742857142857	 	 	 	ok	 	not ok	ok	 	,15
3146	100000369	10/12/2017	10	1	1	 	Employee 17	Team 8	52,7269230769231	 	65,3461538461539	 	overdue	 	 	 	overdue	ok	8	,15
3187	100000373	7/18/2017	7	1	1	 	Employee 17	Team 8	32,495	 	38,9652777777778	 	 	 	ok	 	ok	ok	 	,15
3192	100000373	8/15/2017	8	1	1	 	Employee 17	Team 8	52,705	 	52,655	 	 	 	ok	 	ok	ok	 	,15
3198	100000373	9/19/2017	9	1	1	 	Employee 17	Team 8	49,9433333333333	 	50,6823333333333	 	 	 	ok	 	ok	ok	 	,15
3215	100000376	5/11/2017	5	1	1	 	Employee 14	Team 8	84,43	 	84,43	 	 	 	ok	 	ok	ok	 	,15
3310	100000381	5/11/2017	5	1	1	 	Employee 14	Team 8	76,899	 	76,899	 	 	 	ok	 	ok	ok	 	,15
3334	100000384	6/21/2017	6	1	1	 	Employee 5	Team 8	88,8567307692308	 	88,8567307692308	 	 	 	ok	 	ok	ok	 	,15
3338	100000384	7/12/2017	7	1	1	 	Employee 5	Team 8	90,218253968254	 	90,2217261904762	 	 	 	ok	 	ok	ok	 	,15
3344	100000384	8/16/2017	8	1	1	 	Employee 5	Team 8	90,218253968254	 	90,2182539682539	 	 	 	ok	 	ok	ok	 	,15
3424	100000386	8/16/2017	8	1	1	 	Employee 17	Team 8	40,6833333333333	 	41,7619444444444	 	 	 	ok	 	ok	ok	 	,15
3430	100000386	9/20/2017	9	1	1	 	Employee 17	Team 8	41,4016666666667	 	40,7421666666667	 	 	 	ok	 	ok	ok	 	,15
3435	100000386	10/18/2017	10	1	1	 	Employee 17	Team 8	42,2058333333333	 	41,6933333333333	 	 	 	ok	 	ok	ok	 	,15
3443	100000386	12/6/2017	12	1	1	 	Employee 17	Team 8	47,8683333333333	 	47,8683333333333	 	 	 	ok	 	ok	ok	 	,15
3462	100000387	7/18/2017	7	1	1	 	Employee 17	Team 8	92,0507936507937	 	91,7365079365079	 	 	 	ok	 	ok	ok	 	,15
3472	100000387	9/19/2017	9	1	1	 	Employee 17	Team 8	94,9714285714286	 	95,4093968253968	 	 	 	ok	 	ok	ok	 	,15
3481	100000387	11/14/2017	11	1	1	 	Employee 17	Team 8	89,659126984127	 	89,9329365079365	 	 	 	ok	 	ok	ok	 	,15
3485	100000387	12/5/2017	12	1	1	 	Employee 17	Team 8	89,659126984127	 	89,659126984127	 	 	 	ok	 	ok	ok	 	,15
3516	100000389	12/5/2017	12	1	1	 	Employee 17	Team 8	27,4916666666667	 	33,2583333333333	 	 	 	ok	 	ok	ok	 	,15
3528	100000396	6/21/2017	6	1	1	 	Employee 7	Team 8	46,2680238095238	 	51,2987380952381	 	 	 	ok	 	ok	ok	 	,15
3572	100000397	8/14/2017	8	1	1	 	Employee 7	Team 8	42,8006578947368	 	48,1267543859649	 	 	 	ok	 	ok	ok	 	,15
3582	100000397	10/16/2017	10	1	1	 	Employee 7	Team 8	44,4111842105263	 	44,008552631579	 	overdue	 	 	 	overdue	ok	4	,15
3586	100000397	11/6/2017	11	1	1	 	Employee 7	Team 8	44,4111842105263	 	44,4111842105263	 	 	 	ok	 	ok	ok	 	,15
3592	100000397	12/11/2017	12	1	1	 	Employee 7	Team 8	43,5111842105263	 	48,2322368421053	 	 	 	ok	 	ok	ok	 	,15
3597	100000398	5/11/2017	5	1	1	 	Employee 7	Team 8	57,8977380952381	 	61,3977380952381	 	 	 	ok	 	ok	ok	 	,15
3607	100000398	7/13/2017	7	1	1	 	Employee 7	Team 8	42,4934210526316	 	54,0601629072682	 	 	 	ok	 	ok	ok	 	,15
3648	100000399	8/14/2017	8	1	1	 	Employee 7	Team 8	55,0708333333333	 	59,8260416666666	 	 	 	ok	 	ok	ok	 	,15
3658	100000399	10/16/2017	10	1	1	 	Employee 7	Team 8	59,0083333333333	 	59,0083333333333	 	 	 	ok	 	ok	ok	 	,15
3682	100000400	7/13/2017	7	1	1	 	Employee 7	Team 8	41,9375	 	51,4393269230769	 	 	 	ok	 	ok	ok	 	,15
3690	100000400	8/31/2017	9	1	1	 	Employee 7	Team 8	44,2083333333333	 	48,6527777777778	 	overdue	 	 	 	overdue	ok	15	,15
3716	100000401	6/20/2017	6	1	1	 	Employee 7	Team 8	36,2355769230769	 	43,515576923077	 	 	 	ok	 	ok	ok	 	,15
3755	100000412	6/21/2017	6	1	1	 	Employee 7	Team 8	68,1526923076923	 	72,9868269230769	 	 	 	ok	 	ok	ok	 	,15
3846	100000415	8/14/2017	8	1	1	 	Employee 7	Team 8	92,4875	 	94,175	 	 	 	ok	 	ok	ok	 	,15
3856	100000415	10/16/2017	10	1	1	 	Employee 7	Team 8	89,6541666666667	 	91,8208333333334	 	 	 	ok	 	ok	ok	 	,15
3860	100000415	11/6/2017	11	1	1	 	Employee 7	Team 8	89,6541666666667	 	89,6541666666667	 	 	 	ok	 	ok	ok	 	,15
3866	100000415	12/11/2017	12	1	1	 	Employee 7	Team 8	89,6541666666667	 	89,6541666666667	 	 	 	ok	 	ok	ok	 	,15
3872	100000416	7/13/2017	7	1	1	 	Employee 7	Team 8	59,1791666666667	 	64,3064102564103	 	 	 	ok	 	ok	ok	 	,15
3901	100000418	5/22/2017	5	1	1	 	Employee 10	Team 9	82,9403846153846	 	82,3153846153846	 	 	 	ok	 	ok	ok	 	,15
3914	100000418	8/14/2017	8	1	1	 	Employee 10	Team 9	84,9958333333333	 	84,9958333333333	 	 	 	ok	 	ok	ok	 	,15
3920	100000418	9/18/2017	9	1	1	 	Employee 10	Team 9	84,9958333333333	 	84,9958333333333	 	 	 	ok	 	ok	ok	 	,15
3929	100000418	11/13/2017	11	1	1	 	Employee 10	Team 9	87,6625	 	87,6625	 	 	 	ok	 	not ok	ok	 	,15
3935	100000418	12/18/2017	12	1	1	 	Employee 10	Team 9	87,6625	 	87,6625	 	 	 	ok	 	not ok	ok	 	,15
3991	100000423	7/18/2017	7	1	1	 	Employee 13	Team 9	79,5	 	79,5	 	 	 	 	 	 	ok	 	,15
4025	100000429	5/22/2017	5	1	1	 	Employee 10	Team 9	55,7613461538462	 	55,1363461538462	 	 	 	ok	 	ok	ok	 	,15
4038	100000429	8/14/2017	8	1	1	 	Employee 10	Team 9	52,7783333333333	 	58,7783333333333	 	 	 	ok	 	ok	ok	 	,15
4059	100000429	12/18/2017	12	1	1	 	Employee 10	Team 9	64,5408333333333	 	62,4608333333333	 	 	 	ok	 	not ok	ok	 	,15
4065	100000430	5/22/2017	5	1	1	 	Employee 10	Team 9	53,1526923076923	 	53,1526923076923	 	 	 	ok	 	ok	ok	 	,15
4078	100000430	8/14/2017	8	1	1	 	Employee 10	Team 9	54,0266666666667	 	57,9155555555556	 	 	 	ok	 	ok	ok	 	,15
4093	100000430	11/13/2017	11	1	1	 	Employee 10	Team 9	63,0266666666667	 	63,0266666666667	 	 	 	ok	 	ok	ok	 	,15
4099	100000430	12/18/2017	12	1	1	 	Employee 10	Team 9	68,2266666666667	 	65,1066666666667	 	 	 	ok	 	ok	ok	 	,15
4105	100000432	5/22/2017	5	1	1	 	Employee 10	Team 9	15,9788461538462	 	15,9788461538462	 	 	 	ok	 	ok	ok	 	,15
4166	100000439	6/22/2017	6	1	1	 	Employee 8	Team 9	90,981	 	85,7714761904762	 	 	 	ok	 	ok	ok	 	,15
4186	100000439	11/2/2017	11	1	1	 	Employee 8	Team 9	89,5718253968254	 	89,5718253968254	 	 	 	ok	 	ok	ok	 	,15
4327	100000454	6/20/2017	6	1	1	 	Employee 9	Team 9	21,4230769230769	 	21,4230769230769	 	 	 	ok	 	ok	ok	 	,15
4359	100000461	7/18/2017	7	1	1	 	Employee 9	Team 9	68,2833333333333	 	68,2833333333333	 	 	 	ok	 	ok	ok	 	,15
4372	100000461	10/10/2017	10	1	1	 	Employee 9	Team 9	71,0833333333333	 	72,6	 	 	 	ok	 	ok	ok	 	,15
4377	100000461	11/7/2017	11	1	1	 	Employee 9	Team 9	77,15	 	77,15	 	 	 	ok	 	ok	ok	 	,15
4384	100000461	12/12/2017	12	1	1	 	Employee 9	Team 9	64,7	 	70,52	 	 	 	ok	 	ok	ok	 	,15
4570	100000469	6/21/2017	6	1	1	 	Employee 13	Team 9	20,1840384615385	 	19,1080769230769	 	 	 	ok	 	ok	ok	 	,15
4580	100000470	6/21/2017	6	1	1	 	Employee 13	Team 9	20,3105769230769	 	24,2005769230769	 	 	 	ok	 	ok	ok	 	,15
4616	100000471	6/21/2017	6	1	1	 	Employee 11	Team 9	56,3948095238095	 	50,4211333333333	 	 	 	ok	 	ok	ok	 	,15
4644	100000472	6/21/2017	6	1	1	 	Employee 13	Team 9	22,8057692307692	 	22,9932692307692	 	 	 	ok	 	ok	ok	 	,15
4654	100000473	6/21/2017	6	1	1	 	Employee 13	Team 9	48,7086538461539	 	45,0347538461539	 	 	 	ok	 	ok	ok	 	,15
4707	100000475	9/13/2017	9	1	1	 	Employee 8	Team 9	52,3808333333333	 	49,335	 	 	 	ok	 	ok	ok	 	,15
4711	100000475	10/4/2017	10	1	1	 	Employee 8	Team 9	50,9975	 	51,4475	 	 	 	ok	 	ok	ok	 	,15
4785	100000479	8/22/2017	8	1	1	 	Employee 8	Team 9	38,0658333333333	 	37,2258333333333	 	 	 	ok	 	ok	ok	 	,15
4804	100000479	12/5/2017	12	1	1	 	Employee 8	Team 9	32,7883333333333	 	43,3975	 	 	 	ok	 	ok	ok	 	,15
4857	100000485	7/17/2017	7	1	1	 	Employee 31	Team 10	55,7238888888889	 	56,0810317460317	 	 	 	ok	 	ok	ok	 	,15
4904	100000487	5/23/2017	5	1	1	 	Employee 31	Team 10	43,4346153846154	 	46,0551282051282	 	 	 	ok	 	ok	ok	 	,15
4913	100000487	7/17/2017	7	1	1	 	Employee 31	Team 10	83,425	 	83,7375	 	 	 	ok	 	ok	ok	 	,15
4936	100000487	11/13/2017	11	1	1	 	Employee 31	Team 10	73,05	 	73,35	 	 	 	ok	 	ok	ok	 	,15
5016	100000491	5/23/2017	5	1	1	 	Employee 4	Team 10	67,5044047619048	 	66,1432936507936	 	 	 	ok	 	ok	ok	 	,15
5049	100000491	12/6/2017	12	1	1	 	Employee 4	Team 10	38,0410087719298	 	38,3326754385965	 	 	 	ok	 	ok	ok	 	,15
5076	100000493	11/13/2017	11	1	1	 	Employee 31	Team 10	56,7343333333333	 	57,8448333333333	 	 	 	ok	 	ok	ok	 	,15
5090	100000496	6/9/2017	6	1	1	 	Employee 4	Team 10	87,3916666666667	 	88,1	 	 	 	ok	 	ok	ok	 	,15
5096	100000496	7/17/2017	7	1	1	 	Employee 4	Team 10	79,328	 	84,071	 	 	 	ok	 	ok	ok	 	,15
5131	100000497	5/23/2017	5	1	1	 	Employee 4	Team 10	34,4546333333333	 	41,8722333333333	 	 	 	ok	 	ok	ok	 	,15
5152	100000498	5/23/2017	5	1	1	 	Employee 31	Team 10	52,6044666666667	 	52,6044666666667	 	 	 	ok	 	ok	ok	 	,15
5185	100000502	6/20/2017	6	1	1	 	Employee 3	Team 10	43,1608666666667	 	47,6351666666667	 	 	 	ok	 	ok	ok	 	,15
5228	100000503	12/6/2017	12	1	1	 	Employee 31	Team 10	56,8120857142857	 	56,1755142857143	 	 	 	ok	 	not ok	ok	 	,15
