CustomerID	Month	No_planned_visits	No_executed_visits	No_not_executed_visits	No_adhoc_visits	Day_maximum_difference	Day_maximum_sape	Day_minimum_sape	Day_validation	Mean_SAPE	Std_dev_SAPE	Mean_APE	Squared_error_SAPE_APE	Mean_FPE	Std_dev_FPE	No_ok_validations	No_not_ok_validations	Percent_ok	Percent_not_ok
100000136	5	7	7	0	0	8.0	4.0	4.0	12	90.98699999999998	1.4210854715202004e-14	79.498	131.99712099999945	90.98699999999998	1.4210854715202004e-14	1	0	1.0	0.0
100000136	6	8	8	0	0	15.0	15.0	29.0	-1	92.6325	1.744088945552952	-1.0	-1.0	92.633	1.4210854715202004e-14	0	0	0.0	0.0
100000136	7	4	4	0	0	24.0	24.0	3.0	-1	95.375	0.625	-1.0	-1.0	95.375	0.0	0	0	0.0	0.0
100000136	8	8	8	0	0	3.0	31.0	31.0	-1	96.0	0.0	-1.0	-1.0	96.0	0.0	0	0	0.0	0.0
100000136	9	9	9	0	0	4.0	31.0	31.0	-1	96.0	0.0	-1.0	-1.0	96.0	0.0	0	0	0.0	0.0
100000136	10	6	6	0	0	9.0	2.0	2.0	10	96.0	0.0	90.55	29.702500000000033	96.0	0.0	1	0	1.0	0.0
100000136	11	5	5	0	0	13.0	30.0	13.0	-1	94.875	0.25	-1.0	-1.0	94.875	0.0	0	0	0.0	0.0
100000136	12	9	9	0	1	4.0	27.0	27.0	2	94.75	0.0	70.499	588.1110010000002	85.27499999999998	1.4210854715202004e-14	0	0	0.0	0.0
100000141	5	7	7	0	0	15.0	22.0	11.0	-1	43.51814285714285	14.042867517798813	-1.0	-1.0	43.518	7.105427357601002e-15	0	0	0.0	0.0
100000141	6	8	8	0	0	22.0	29.0	12.0	-1	52.83087499999999	3.509370721279671	-1.0	-1.0	52.83100000000001	7.105427357601002e-15	0	0	0.0	0.0
100000141	7	9	3	6	0	24.0	6.0	24.0	-1	40.939	16.962367425175845	-1.0	-1.0	40.939	0.0	0	0	0.0	0.0
100000141	9	2	1	1	0	28.0	31.0	31.0	-1	0.0	0.0	-1.0	-1.0	0.0	0.0	0	0	0.0	0.0
100000142	5	4	4	0	0	9.0	23.0	2.0	17	76.069	7.192535575164018	80.935	23.677956	76.069	0.0	1	0	1.0	0.0
100000142	6	2	2	0	0	30.0	20.0	27.0	-1	75.59649999999998	0.3644999999999996	-1.0	-1.0	75.597	0.0	0	0	0.0	0.0
100000142	7	4	4	0	0	18.0	18.0	11.0	19	79.16900000000003	1.3200443174378769	72.38600000000002	46.009088999999825	79.169	0.0	1	0	1.0	0.0
100000142	8	4	4	0	0	8.0	8.0	1.0	-1	81.86625000000002	1.3749658859404503	-1.0	-1.0	81.866	0.0	0	0	0.0	0.0
100000142	9	5	5	0	0	5.0	26.0	29.0	-1	76.16859999999998	2.5179423027543755	-1.0	-1.0	76.169	0.0	0	0	0.0	0.0
100000142	10	4	4	0	0	10.0	24.0	3.0	-1	82.05324999999998	1.0613586516818934	-1.0	-1.0	82.053	0.0	0	0	0.0	0.0
100000142	11	4	4	0	0	7.0	31.0	21.0	-1	82.9855	0.6313325193588551	-1.0	-1.0	82.985	0.0	0	0	0.0	0.0
100000142	12	3	3	0	0	19.0	26.0	28.0	-1	82.37799999999999	0.6873077913133234	-1.0	-1.0	82.37799999999999	0.0	0	0	0.0	0.0
100000144	5	3	3	0	0	10.0	3.0	3.0	-1	30.628	0.0	-1.0	-1.0	30.628	0.0	0	0	0.0	0.0
100000144	6	5	5	0	0	7.0	31.0	31.0	15	30.628	3.552713678800501e-15	45.07	208.57136400000007	30.628	3.552713678800501e-15	1	0	1.0	0.0
100000144	7	4	4	0	0	12.0	5.0	12.0	-1	30.4915	0.07880831174438331	-1.0	-1.0	30.491	0.0	0	0	0.0	0.0
100000144	8	1	1	0	0	2.0	23.0	23.0	24	30.445999999999998	0.0	50.618	406.90958400000005	30.445999999999998	0.0	1	0	1.0	0.0
100000144	9	5	5	0	0	6.0	30.0	30.0	-1	30.446000000000005	3.552713678800501e-15	-1.0	-1.0	30.446000000000005	3.552713678800501e-15	0	0	0.0	0.0
100000144	10	3	3	0	0	18.0	18.0	4.0	19	33.446	2.121320343559641	51.033	309.3025690000001	33.446	0.0	1	0	1.0	0.0
100000144	11	3	3	0	0	15.0	1.0	1.0	-1	34.946	0.0	-1.0	-1.0	34.946	0.0	0	0	0.0	0.0
100000144	12	4	4	0	0	13.0	6.0	6.0	-1	34.946	0.0	-1.0	-1.0	34.946	0.0	0	0	0.0	0.0
100000145	5	7	6	1	0	17.0	17.0	5.0	-1	58.0075	0.3125	-1.0	-1.0	58.008	0.0	0	0	0.0	0.0
100000145	6	7	7	0	0	7.0	31.0	31.0	-1	58.32	0.0	-1.0	-1.0	58.32	0.0	0	0	0.0	0.0
100000145	7	9	9	0	0	21.0	21.0	7.0	-1	61.39555555555553	4.140777197878332	-1.0	-1.0	61.39600000000001	7.105427357601002e-15	0	0	0.0	0.0
100000145	8	3	3	0	0	23.0	5.0	5.0	-1	67.185	0.0	-1.0	-1.0	67.185	0.0	0	0	0.0	0.0
100000145	9	9	8	1	0	13.0	26.0	13.0	-1	62.91	3.3319997332266134	-1.0	-1.0	62.90999999999998	1.4210854715202004e-14	0	0	0.0	0.0
100000145	10	7	7	0	0	18.0	13.0	25.0	19	60.13500000000001	4.071047601223617	44.678999999999995	238.88793600000008	52.19600000000002	7.105427357601002e-15	0	1	0.0	1.0
100000145	11	5	5	0	0	15.0	1.0	1.0	-1	63.47000000000001	7.105427357601002e-15	-1.0	-1.0	63.47000000000001	7.105427357601002e-15	0	0	0.0	0.0
100000145	12	7	7	0	0	15.0	6.0	15.0	-1	63.08985714285714	0.40825147312180426	-1.0	-1.0	63.09000000000002	1.4210854715202004e-14	0	0	0.0	0.0
100000146	5	2	2	0	0	2.0	23.0	9.0	-1	61.052	1.1899999999999975	-1.0	-1.0	61.052	0.0	0	0	0.0	0.0
100000146	6	5	5	0	0	6.0	30.0	30.0	-1	62.97099999999999	7.105427357601002e-15	-1.0	-1.0	62.97099999999999	7.105427357601002e-15	0	0	0.0	0.0
100000146	7	4	3	1	0	18.0	11.0	11.0	19	60.871	0.0	52.245	74.4078760000001	60.871	0.0	1	0	1.0	0.0
100000146	8	3	3	0	0	15.0	8.0	8.0	-1	60.871	0.0	-1.0	-1.0	60.871	0.0	0	0	0.0	0.0
100000146	9	5	5	0	0	5.0	29.0	29.0	13	60.871	0.0	59.413000000000004	2.1257640000000158	60.871	0.0	1	0	1.0	0.0
100000146	10	3	3	0	1	17.0	27.0	3.0	-1	61.746	1.5155444566227707	-1.0	-1.0	61.746	0.0	0	0	0.0	0.0
100000146	11	3	3	0	1	14.0	7.0	7.0	8	64.37100000000001	0.0	65.1	0.5314409999999781	64.37100000000001	0.0	1	0	1.0	0.0
100000146	12	4	4	0	2	19.0	19.0	5.0	13	69.42649999999999	3.7846437855276815	51.606	317.57022024999964	58.79500000000001	7.105427357601002e-15	0	0	0.0	0.0
100000200	5	3	3	0	1	11.0	26.0	3.0	-1	81.53200000000002	1.51554445662278	-1.0	-1.0	81.532	0.0	0	0	0.0	0.0
100000200	6	5	5	0	0	7.0	28.0	31.0	15	84.88600000000002	1.4579999999999926	77.781	50.48102500000026	84.88600000000002	0.0	1	0	1.0	0.0
100000200	7	4	4	0	0	12.0	5.0	12.0	-1	87.493	0.17840123317959702	-1.0	-1.0	87.493	0.0	0	0	0.0	0.0
100000200	8	1	1	0	0	2.0	23.0	23.0	24	87.39	0.0	72.967	208.0229290000001	0.0	0.0	0	1	0.0	1.0
100000200	9	5	5	0	0	6.0	30.0	30.0	-1	87.39	0.0	-1.0	-1.0	87.39	0.0	0	0	0.0	0.0
100000200	10	3	3	0	1	25.0	4.0	25.0	19	83.38875	4.436450009579737	76.407	48.744833062500064	83.38799999999998	0.0	1	0	1.0	0.0
100000200	11	3	3	0	1	23.0	1.0	23.0	-1	82.12525000000002	6.0463462675817725	-1.0	-1.0	82.125	0.0	0	0	0.0	0.0
100000200	12	4	4	0	0	13.0	6.0	6.0	7	83.919	0.0	79.807	16.908543999999953	83.919	0.0	1	0	1.0	0.0
100000201	5	3	3	0	0	15.0	15.0	8.0	-1	93.07933333333335	2.0444814066707058	-1.0	-1.0	93.079	0.0	0	0	0.0	0.0
100000201	6	1	1	0	0	29.0	12.0	12.0	-1	84.588	0.0	-1.0	-1.0	84.588	0.0	0	0	0.0	0.0
100000202	5	3	3	0	0	15.0	22.0	8.0	-1	76.76666666666667	2.0034692133618845	-1.0	-1.0	76.767	0.0	0	0	0.0	0.0
100000202	6	1	1	0	2	28.0	28.0	12.0	20	87.25	3.0052038200428264	63.025	586.850625	59.583	0.0	0	0	0.0	0.0
100000202	7	4	3	1	0	17.0	10.0	17.0	-1	87.95833333333331	1.0017346066809425	-1.0	-1.0	87.95800000000001	1.4210854715202004e-14	0	0	0.0	0.0
100000202	8	4	4	0	0	7.0	31.0	21.0	16	85.125	3.6806079660838638	64.442	427.7864890000003	63.312	0.0	0	1	0.0	1.0
100000202	9	2	2	0	0	28.0	4.0	25.0	-1	69.825	0.4249999999999972	-1.0	-1.0	69.825	0.0	0	0	0.0	0.0
100000202	10	3	3	0	0	16.0	16.0	2.0	25	69.96666666666667	0.8013876853447485	71.525	2.428402777777789	69.967	0.0	0	0	0.0	0.0
100000202	11	4	4	0	0	6.0	30.0	30.0	21	71.1	0.0	61.75	87.4224999999999	71.1	0.0	1	0	1.0	0.0
100000202	12	3	2	1	0	27.0	11.0	11.0	-1	71.1	0.0	-1.0	-1.0	71.1	0.0	0	0	0.0	0.0
100000203	5	3	3	0	0	15.0	15.0	8.0	-1	90.05	0.8485281374238623	-1.0	-1.0	90.05	0.0	0	0	0.0	0.0
100000203	6	1	1	0	2	28.0	12.0	12.0	20	91.662	1.4210854715202004e-14	77.013	214.59320099999957	61.108000000000004	0.0	0	0	0.0	0.0
100000203	7	4	3	1	0	17.0	10.0	10.0	-1	78.762	0.0	-1.0	-1.0	78.762	0.0	0	0	0.0	0.0
100000203	8	4	4	0	0	7.0	31.0	31.0	16	78.762	0.0	79.26899999999998	0.2570489999999763	78.762	0.0	1	0	1.0	0.0
100000203	9	2	2	0	0	25.0	25.0	4.0	26	78.937	0.17499999999999716	78.38	0.3102490000000024	78.937	0.0	1	0	1.0	0.0
100000203	10	3	3	0	0	9.0	9.0	2.0	25	80.31199999999998	0.8485281374238489	82.712	5.760000000000097	80.312	0.0	0	0	0.0	0.0
100000203	11	4	4	0	0	6.0	30.0	30.0	21	80.91199999999998	0.0	58.3	511.30254399999916	60.68399999999999	7.105427357601002e-15	0	1	0.0	1.0
100000203	12	3	2	1	2	14.0	14.0	11.0	-1	75.52575	11.34331211276054	-1.0	-1.0	75.52600000000002	0.0	0	0	0.0	0.0
100000205	5	3	3	0	0	15.0	8.0	22.0	-1	85.39833333333333	1.6253740766017157	-1.0	-1.0	85.39799999999998	1.4210854715202004e-14	0	0	0.0	0.0
100000205	7	4	4	0	0	10.0	3.0	24.0	-1	78.68424999999998	3.0261650132634883	-1.0	-1.0	78.684	0.0	0	0	0.0	0.0
100000205	8	4	4	0	0	14.0	7.0	14.0	-1	76.93424999999998	2.5990635212514555	-1.0	-1.0	76.934	0.0	0	0	0.0	0.0
100000205	9	4	4	0	0	11.0	11.0	4.0	-1	72.2245	0.4277624925119054	-1.0	-1.0	72.22399999999998	0.0	0	0	0.0	0.0
100000205	10	3	3	0	0	9.0	2.0	9.0	-1	75.25233333333334	0.3794806392367837	-1.0	-1.0	75.253	0.0	0	0	0.0	0.0
100000205	11	4	4	0	0	13.0	13.0	30.0	-1	80.5325	1.3125	-1.0	-1.0	80.532	0.0	0	0	0.0	0.0
100000205	12	4	4	0	1	11.0	25.0	11.0	-1	81.20575	3.1797006443217275	-1.0	-1.0	82.195	0.0	0	0	0.0	0.0
100000206	5	3	3	0	0	16.0	23.0	9.0	17	79.563	0.4016366517139608	71.219	69.62233600000013	79.563	0.0	1	0	1.0	0.0
100000206	6	2	2	0	0	30.0	20.0	20.0	-1	82.677	0.0	-1.0	-1.0	82.677	0.0	0	0	0.0	0.0
100000206	7	4	4	0	0	11.0	4.0	25.0	19	81.13825	1.0075404148221645	79.628	2.280855062499997	81.138	0.0	1	0	1.0	0.0
100000206	8	4	4	0	0	8.0	8.0	1.0	-1	82.6055	1.5132674086228135	-1.0	-1.0	82.605	0.0	0	0	0.0	0.0
100000206	9	5	5	0	1	19.0	19.0	12.0	13	80.47683333333335	1.680141503630636	81.703	1.503484694444421	80.47699999999998	1.4210854715202004e-14	1	0	1.0	0.0
100000206	10	4	4	0	1	24.0	10.0	24.0	-1	82.34380000000002	0.6929731307922322	-1.0	-1.0	82.344	0.0	0	0	0.0	0.0
100000206	11	4	4	0	0	7.0	31.0	7.0	-1	82.58550000000002	0.3490082377251276	-1.0	-1.0	82.586	0.0	0	0	0.0	0.0
100000206	12	3	3	0	0	19.0	26.0	28.0	-1	85.935	1.2534328861171635	-1.0	-1.0	85.935	0.0	0	0	0.0	0.0
100000208	5	4	4	0	0	18.0	11.0	18.0	13	75.63125	3.325037095657732	68.615	49.22776406249999	75.631	0.0	1	0	1.0	0.0
100000208	6	3	3	0	0	22.0	15.0	22.0	-1	78.02666666666666	0.9096681934761778	-1.0	-1.0	78.027	0.0	0	0	0.0	0.0
100000208	7	3	3	0	0	20.0	20.0	13.0	-1	93.20966666666668	2.864951463618344	-1.0	-1.0	93.209	0.0	0	0	0.0	0.0
100000208	8	4	4	0	0	17.0	10.0	24.0	-1	90.7255	5.5687925307017885	-1.0	-1.0	90.725	0.0	0	0	0.0	0.0
100000208	9	5	5	0	0	21.0	28.0	7.0	-1	82.4868	2.2820956509313945	-1.0	-1.0	82.48700000000002	0.0	0	0	0.0	0.0
100000208	10	4	4	0	0	12.0	5.0	26.0	-1	85.10374999999998	5.406163583124359	-1.0	-1.0	85.104	0.0	0	0	0.0	0.0
100000208	11	2	2	0	0	2.0	16.0	16.0	-1	84.066	0.0	-1.0	-1.0	84.066	0.0	0	0	0.0	0.0
100000208	12	3	3	0	0	21.0	28.0	14.0	-1	84.57733333333333	0.7231345348934387	-1.0	-1.0	84.57700000000001	0.0	0	0	0.0	0.0
100000209	5	3	3	0	0	16.0	23.0	9.0	-1	87.27500000000002	4.242640687119285	-1.0	-1.0	87.27500000000002	1.4210854715202004e-14	0	0	0.0	0.0
100000209	6	2	2	0	0	30.0	13.0	13.0	-1	94.4	0.0	-1.0	-1.0	94.4	0.0	0	0	0.0	0.0
100000209	7	4	4	0	0	18.0	4.0	18.0	-1	94.2215	0.30917106915104403	-1.0	-1.0	94.221	0.0	0	0	0.0	0.0
100000209	8	3	3	0	0	8.0	1.0	1.0	-1	94.40000000000002	1.4210854715202004e-14	-1.0	-1.0	94.40000000000002	1.4210854715202004e-14	0	0	0.0	0.0
100000209	9	3	3	0	0	19.0	12.0	12.0	-1	94.40000000000002	1.4210854715202004e-14	-1.0	-1.0	94.40000000000002	1.4210854715202004e-14	0	0	0.0	0.0
100000209	10	2	2	0	1	20.0	20.0	10.0	-1	98.40000000000002	2.8284271247461903	-1.0	-1.0	98.40000000000002	1.4210854715202004e-14	0	0	0.0	0.0
100000209	11	2	2	0	0	7.0	31.0	31.0	-1	100.4	0.0	-1.0	-1.0	100.4	0.0	0	0	0.0	0.0
100000209	12	4	4	0	0	19.0	28.0	19.0	-1	97.25	3.1500000000000057	-1.0	-1.0	97.25	0.0	0	0	0.0	0.0
100000210	7	4	4	0	0	20.0	20.0	6.0	-1	44.82075	4.315414254448814	-1.0	-1.0	44.82100000000001	0.0	0	0	0.0	0.0
100000210	8	4	4	0	0	10.0	3.0	3.0	-1	49.021	0.0	-1.0	-1.0	49.021	0.0	0	0	0.0	0.0
100000210	9	1	1	0	0	31.0	31.0	31.0	-1	49.021	0.0	-1.0	-1.0	49.021	0.0	0	0	0.0	0.0
100000210	10	1	1	0	0	5.0	26.0	26.0	-1	31.771	0.0	-1.0	-1.0	31.771	0.0	0	0	0.0	0.0
100000210	11	4	4	0	0	16.0	23.0	2.0	-1	36.2075	2.92958986037295	-1.0	-1.0	36.207	0.0	0	0	0.0	0.0
100000210	12	4	4	0	0	14.0	30.0	30.0	-1	43.217	0.0	-1.0	-1.0	43.217	0.0	0	0	0.0	0.0
100000213	5	3	3	0	0	16.0	23.0	9.0	17	85.01899999999998	1.4142135623730951	77.182	61.41856899999961	85.01899999999998	0.0	1	0	1.0	0.0
100000213	6	2	2	0	0	30.0	13.0	13.0	-1	88.89399999999998	0.0	-1.0	-1.0	88.89399999999998	0.0	0	0	0.0	0.0
100000213	7	4	4	0	0	11.0	11.0	4.0	12	90.68875	1.0361993956280933	92.772	4.339930562500029	90.689	0.0	1	0	1.0	0.0
100000213	8	4	4	0	0	8.0	1.0	1.0	-1	91.287	0.0	-1.0	-1.0	91.287	0.0	0	0	0.0	0.0
100000213	9	1	1	0	0	29.0	29.0	29.0	-1	91.287	0.0	-1.0	-1.0	91.287	0.0	0	0	0.0	0.0
