CustomerID	Month	No_planned_visits	No_executed_visits	No_not_executed_visits	No_adhoc_visits	Day_maximum_difference	No_validations	Mean_SAPE	Std_dev_SAPE	Mean_APE	Std_dev_APE	Squared_error_SAPE_APE	Mean_FPE	Std_dev_FPE	No_ok_validations	No_not_ok_validations	Percent_ok	Percent_not_ok
100000144	11	3	3	0	0	1.0	0	34.946	0.0				34.946	0.0	0	0	0.0	0.0
100000144	12	4	4	0	0	6.0	0	34.946	0.0				34.946	0.0	0	0	0.0	0.0
100000145	5	7	6	1	0	17.0	0	58.0075	0.3125				58.008	0.0	0	0	0.0	0.0
100000145	6	7	7	0	0	31.0	0	58.32	0.0				58.32	0.0	0	0	0.0	0.0
100000145	7	9	9	0	0	21.0	0	61.395555555555546	4.140777197878333				61.39600000000001	7.105427357601002e-15	0	0	0.0	0.0
100000145	8	3	3	0	0	5.0	0	67.185	0.0				67.185	0.0	0	0	0.0	0.0
100000145	9	9	8	1	0	13.0	0	62.910000000000004	3.331999733226613				62.90999999999998	1.4210854715202004e-14	0	0	0.0	0.0
100000145	10	7	7	0	0	18.0	1	60.135000000000005	4.071047601223617	44.679	0.0	238.88793600000008	52.19600000000002	7.105427357601002e-15	0	1	0.0	1.0
100000145	11	5	5	0	0	1.0	0	63.470000000000006	7.105427357601002e-15				63.470000000000006	7.105427357601002e-15	0	0	0.0	0.0
100000145	12	7	7	0	0	15.0	0	63.089857142857134	0.40825147312180426				63.09000000000002	1.4210854715202004e-14	0	0	0.0	0.0
100000146	5	2	2	0	0	2.0	0	61.052	1.1899999999999977				61.052	0.0	0	0	0.0	0.0
100000146	6	5	5	0	0	30.0	0	62.97099999999999	7.105427357601002e-15				62.97099999999999	7.105427357601002e-15	0	0	0.0	0.0
100000146	7	4	3	1	0	11.0	1	60.871	0.0	52.245	0.0	74.40787600000009	60.871	0.0	1	0	1.0	0.0
100000146	8	3	3	0	0	8.0	0	60.871	0.0				60.871	0.0	0	0	0.0	0.0
100000146	9	5	5	0	0	29.0	1	60.871	0.0	59.413	0.0	2.125764000000016	60.871	0.0	1	0	1.0	0.0
100000146	10	3	3	0	1	17.0	0	61.746	1.5155444566227707				61.746	0.0	0	0	0.0	0.0
100000146	11	3	3	0	1	7.0	1	64.37100000000001	0.0	65.1	0.0	0.5314409999999781	64.37100000000001	0.0	1	0	1.0	0.0
100000146	12	4	4	0	2	19.0	1	69.42649999999999	3.7846437855276815	51.606	0.0	317.5702202499996	58.79500000000001	7.105427357601002e-15	0	0	0.0	0.0
100000200	5	3	3	0	1	11.0	0	81.53200000000001	1.51554445662278				81.532	0.0	0	0	0.0	0.0
100000200	6	5	5	0	0	7.0	1	84.88600000000002	1.4579999999999926	77.781	0.0	50.48102500000026	84.88600000000002	0.0	1	0	1.0	0.0
100000200	7	4	4	0	0	12.0	0	87.493	0.17840123317959702				87.493	0.0	0	0	0.0	0.0
100000200	8	1	1	0	0	23.0	1	87.39	0.0	72.967	0.0	208.02292900000006	0.0	0.0	0	1	0.0	1.0
100000200	9	5	5	0	0	30.0	0	87.39	0.0				87.39	0.0	0	0	0.0	0.0
100000200	10	3	3	0	1	25.0	1	83.38875	4.436450009579737	76.407	0.0	48.74483306250007	83.38799999999998	0.0	1	0	1.0	0.0
100000200	11	3	3	0	1	23.0	0	82.12525000000001	6.046346267581772				82.125	0.0	0	0	0.0	0.0
100000200	12	4	4	0	0	6.0	1	83.919	0.0	79.807	0.0	16.908543999999956	83.919	0.0	1	0	1.0	0.0
100000201	5	3	3	0	0	15.0	0	93.07933333333335	2.0444814066707058				93.079	0.0	0	0	0.0	0.0
100000201	6	1	1	0	0	12.0	0	84.588	0.0				84.588	0.0	0	0	0.0	0.0
100000201	7	3	0	3	0		0								0	0	0.0	0.0
100000201	8	1	0	1	0		0								0	0	0.0	0.0
100000202	5	3	3	0	0	15.0	0	76.76666666666667	2.0034692133618845				76.767	0.0	0	0	0.0	0.0
100000202	6	1	1	0	2	28.0	1	87.25	3.005203820042827	63.025	0.0	586.850625	59.583	0.0	0	0	0.0	0.0
100000202	7	4	3	1	0	17.0	0	87.95833333333333	1.0017346066809423				87.95800000000001	1.4210854715202004e-14	0	0	0.0	0.0
100000202	8	4	4	0	0	7.0	1	85.125	3.680607966083864	64.442	0.0	427.7864890000003	63.312	0.0	0	1	0.0	1.0
100000202	9	2	2	0	0	28.0	0	69.825	0.42499999999999716				69.825	0.0	0	0	0.0	0.0
100000202	10	3	3	0	0	16.0	1	69.96666666666667	0.8013876853447485	71.525	0.0	2.4284027777777895	69.967	0.0	0	0	0.0	0.0
100000202	11	4	4	0	0	30.0	1	71.1	0.0	61.75	0.0	87.4224999999999	71.1	0.0	1	0	1.0	0.0
100000202	12	3	2	1	0	11.0	0	71.1	0.0				71.1	0.0	0	0	0.0	0.0
100000203	5	3	3	0	0	15.0	0	90.05	0.8485281374238623				90.05	0.0	0	0	0.0	0.0
100000203	6	1	1	0	2	12.0	1	91.66199999999999	1.4210854715202004e-14	77.013	0.0	214.59320099999962	61.108	0.0	0	0	0.0	0.0
100000203	7	4	3	1	0	10.0	0	78.762	0.0				78.762	0.0	0	0	0.0	0.0
100000203	8	4	4	0	0	31.0	1	78.762	0.0	79.26899999999998	0.0	0.25704899999997627	78.762	0.0	1	0	1.0	0.0
100000203	9	2	2	0	0	25.0	1	78.937	0.17499999999999716	78.38	0.0	0.3102490000000024	78.937	0.0	1	0	1.0	0.0
100000203	10	3	3	0	0	9.0	1	80.31199999999998	0.8485281374238489	82.712	0.0	5.760000000000096	80.312	0.0	0	0	0.0	0.0
100000203	11	4	4	0	0	30.0	1	80.91199999999998	0.0	58.3	0.0	511.3025439999991	60.68399999999999	7.105427357601002e-15	0	1	0.0	1.0
100000203	12	3	2	1	2	14.0	0	75.52575	11.343312112760541				75.52600000000002	0.0	0	0	0.0	0.0
100000205	5	3	3	0	0	15.0	0	85.39833333333333	1.625374076601716				85.39799999999998	1.4210854715202004e-14	0	0	0.0	0.0
100000205	6	0	0	0	0		0								0	0	0.0	0.0
100000205	7	4	4	0	0	10.0	0	78.68424999999999	3.0261650132634883				78.684	0.0	0	0	0.0	0.0
100000205	8	4	4	0	0	14.0	0	76.93424999999999	2.5990635212514555				76.934	0.0	0	0	0.0	0.0
100000205	9	4	4	0	0	11.0	0	72.2245	0.4277624925119054				72.22399999999998	0.0	0	0	0.0	0.0
100000205	10	3	3	0	0	9.0	0	75.25233333333334	0.3794806392367837				75.253	0.0	0	0	0.0	0.0
100000205	11	4	4	0	0	13.0	0	80.5325	1.3125				80.532	0.0	0	0	0.0	0.0
100000205	12	4	4	0	1	11.0	0	81.20575	3.1797006443217275				82.195	0.0	0	0	0.0	0.0
100000206	5	3	3	0	0	16.0	1	79.563	0.4016366517139608	71.219	0.0	69.62233600000013	79.563	0.0	1	0	1.0	0.0
100000206	6	2	2	0	0	20.0	0	82.677	0.0				82.677	0.0	0	0	0.0	0.0
100000206	7	4	4	0	0	11.0	1	81.13825	1.0075404148221645	79.628	0.0	2.2808550624999975	81.138	0.0	1	0	1.0	0.0
100000206	8	4	4	0	0	8.0	0	82.6055	1.5132674086228137				82.605	0.0	0	0	0.0	0.0
100000206	9	5	5	0	1	19.0	1	80.47683333333335	1.680141503630636	81.703	0.0	1.503484694444421	80.47699999999999	1.4210854715202004e-14	1	0	1.0	0.0
100000206	10	4	4	0	1	24.0	0	82.34380000000002	0.6929731307922322				82.344	0.0	0	0	0.0	0.0
100000206	11	4	4	0	0	7.0	0	82.58550000000001	0.3490082377251276				82.586	0.0	0	0	0.0	0.0
100000206	12	3	3	0	0	19.0	0	85.935	1.2534328861171637				85.935	0.0	0	0	0.0	0.0
100000208	5	4	4	0	0	18.0	1	75.63125	3.325037095657732	68.615	0.0	49.22776406249999	75.631	0.0	1	0	1.0	0.0
100000208	6	3	3	0	0	22.0	0	78.02666666666666	0.9096681934761778				78.027	0.0	0	0	0.0	0.0
100000208	7	3	3	0	0	20.0	0	93.20966666666668	2.8649514636183437				93.209	0.0	0	0	0.0	0.0
100000208	8	4	4	0	0	17.0	0	90.7255	5.5687925307017885				90.725	0.0	0	0	0.0	0.0
100000208	9	5	5	0	0	21.0	0	82.4868	2.2820956509313945				82.48700000000002	0.0	0	0	0.0	0.0
100000208	10	4	4	0	0	12.0	0	85.10374999999999	5.406163583124358				85.104	0.0	0	0	0.0	0.0
100000208	11	2	2	0	0	16.0	0	84.066	0.0				84.066	0.0	0	0	0.0	0.0
100000208	12	3	3	0	0	21.0	0	84.57733333333333	0.7231345348934387				84.57700000000001	0.0	0	0	0.0	0.0
100000209	5	3	3	0	0	16.0	0	87.27500000000002	4.242640687119285				87.27500000000002	1.4210854715202004e-14	0	0	0.0	0.0
100000209	6	2	2	0	0	13.0	0	94.4	0.0				94.4	0.0	0	0	0.0	0.0
100000209	7	4	4	0	0	18.0	0	94.22149999999999	0.30917106915104403				94.221	0.0	0	0	0.0	0.0
100000209	8	3	3	0	0	1.0	0	94.40000000000002	1.4210854715202004e-14				94.40000000000002	1.4210854715202004e-14	0	0	0.0	0.0
100000209	9	3	3	0	0	12.0	0	94.40000000000002	1.4210854715202004e-14				94.40000000000002	1.4210854715202004e-14	0	0	0.0	0.0
100000209	10	2	2	0	1	20.0	0	98.40000000000002	2.8284271247461903				98.40000000000002	1.4210854715202004e-14	0	0	0.0	0.0
100000209	11	2	2	0	0	31.0	0	100.4	0.0				100.4	0.0	0	0	0.0	0.0
100000209	12	4	4	0	0	19.0	0	97.25	3.1500000000000057				97.25	0.0	0	0	0.0	0.0
100000210	5	0	0	0	0		0								0	0	0.0	0.0
100000210	7	4	4	0	0	20.0	0	44.820750000000004	4.315414254448814				44.82100000000001	0.0	0	0	0.0	0.0
100000210	8	4	4	0	0	3.0	0	49.021	0.0				49.021	0.0	0	0	0.0	0.0
100000210	9	1	1	0	0	31.0	0	49.021	0.0				49.021	0.0	0	0	0.0	0.0
100000210	10	1	1	0	0	26.0	0	31.771	0.0				31.771	0.0	0	0	0.0	0.0
100000210	11	4	4	0	0	16.0	0	36.2075	2.92958986037295				36.207	0.0	0	0	0.0	0.0
100000210	12	4	4	0	0	30.0	0	43.217	0.0				43.217	0.0	0	0	0.0	0.0
100000212	5	2	0	2	0		0								0	0	0.0	0.0
100000213	5	3	3	0	0	16.0	1	85.01899999999998	1.4142135623730951	77.182	0.0	61.41856899999961	85.01899999999998	0.0	1	0	1.0	0.0
100000213	6	2	2	0	0	13.0	0	88.89399999999998	0.0				88.89399999999998	0.0	0	0	0.0	0.0
100000213	7	4	4	0	0	11.0	1	90.68875	1.0361993956280933	92.772	0.0	4.339930562500028	90.689	0.0	1	0	1.0	0.0
100000213	8	4	4	0	0	1.0	0	91.287	0.0				91.287	0.0	0	0	0.0	0.0
100000213	9	1	1	0	0	29.0	0	91.287	0.0				91.287	0.0	0	0	0.0	0.0
100000213	10	0	0	0	0		0								0	0	0.0	0.0
100000213	11	4	4	0	0	7.0	1	83.19299999999998	3.3274953042791733	85.24600000000002	0.0	4.214809000000164	83.193	0.0	1	0	1.0	0.0
100000213	12	4	4	0	0	12.0	1	83.50799999999998	7.880831174438381	85.80799999999998	0.0	5.289999999999987	83.508	0.0	0	0	0.0	0.0
100000216	5	3	3	0	0	8.0	0	84.494	0.0				84.494	0.0	0	0	0.0	0.0
100000216	6	2	2	0	0	12.0	0	89.069	0.0				89.069	0.0	0	0	0.0	0.0
100000216	7	4	2	2	1	24.0	0	83.76666666666667	6.256907294253995				83.76700000000002	0.0	0	0	0.0	0.0
100000216	8	3	3	0	0	14.0	0	88.93333333333332	5.185449728701348				88.93299999999998	0.0	0	0	0.0	0.0
100000216	9	4	4	0	0	4.0	0	81.6	0.0				81.6	0.0	0	0	0.0	0.0
100000216	10	3	3	0	1	20.0	0	87.875	8.42952400791409				87.875	0.0	0	0	0.0	0.0
100000216	11	4	4	0	0	6.0	0	91.025	5.845671475544961				91.025	0.0	0	0	0.0	0.0
100000216	12	3	3	0	2	15.0	1	91.1	6.3921827257987545	91.7	0.0	0.36000000000001026	91.10000000000001	1.4210854715202004e-14	1	0	1.0	0.0
100000217	5	2	2	0	0	12.0	0	50.913	0.0				50.913	0.0	0	0	0.0	0.0
100000217	6	2	2	0	0	23.0	0	53.913	0.0				53.913	0.0	0	0	0.0	0.0
100000217	7	3	3	0	0	20.0	0	48.53233333333333	3.804705887304416				48.532000000000004	7.105427357601002e-15	0	0	0.0	0.0
100000217	8	3	3	0	0	17.0	0	45.585	0.36345288552987914				45.585	0.0	0	0	0.0	0.0
100000217	9	3	3	0	0	14.0	0	52.32366666666667	5.1284097816856296				52.32399999999999	7.105427357601002e-15	0	0	0.0	0.0
100000217	10	4	4	0	0	19.0	0	56.602	6.062346204234794				56.602	0.0	0	0	0.0	0.0
100000217	11	4	4	0	0	9.0	0	69.525	6.928203230275509				69.525	0.0	0	0	0.0	0.0
100000217	12	4	4	0	1	25.0	0	70.8582	19.7135307177583				70.858	0.0	0	0	0.0	0.0
100000218	5	2	2	0	0	5.0	0	42.61	3.671999999999997				42.61	0.0	0	0	0.0	0.0
100000218	6	2	2	0	0	2.0	1	47.032	0.75	46.565	0.0	0.21808899999999884	47.032000000000004	7.105427357601002e-15	1	0	1.0	0.0
100000218	7	3	3	0	0	21.0	0	44.663666666666664	0.07872455497210304				44.66400000000001	7.105427357601002e-15	0	0	0.0	0.0
100000218	8	3	3	0	0	4.0	0	44.608	0.0				44.608	0.0	0	0	0.0	0.0
100000218	9	1	1	0	0	29.0	0	44.608	0.0				44.608	0.0	0	0	0.0	0.0
100000218	10	3	3	0	0	13.0	0	45.858	0.8838834764831844				45.858	0.0	0	0	0.0	0.0
100000218	11	1	1	0	0	17.0	0	51.883	0.0				51.883	0.0	0	0	0.0	0.0
100000218	12	3	3	0	1	25.0	0	58.97475	21.955036533504106				58.975	0.0	0	0	0.0	0.0
100000220	5	3	3	0	1	15.0	0	83.3945	2.4121651581100334				83.39399999999998	0.0	0	0	0.0	0.0
100000220	6	2	2	0	0	12.0	0	87.432	0.0				87.432	0.0	0	0	0.0	0.0
100000220	7	4	3	1	1	17.0	0	85.096	5.704000000000001				85.096	0.0	0	0	0.0	0.0
100000220	8	3	3	0	0	31.0	0	94.40000000000002	1.4210854715202004e-14				94.40000000000002	1.4210854715202004e-14	0	0	0.0	0.0
100000220	9	4	4	0	0	18.0	0	93.9315	0.4685000000000059				93.931	0.0	0	0	0.0	0.0
100000220	10	3	3	0	1	20.0	0	92.28125	5.9747221431209665				92.281	0.0	0	0	0.0	0.0
100000220	11	4	4	0	0	6.0	0	93.50000000000001	1.5588457268119933				93.5	0.0	0	0	0.0	0.0
100000220	12	3	3	0	2	15.0	1	94.30499999999999	5.721546993602343	82.654	0.0	135.74580099999991	94.305	0.0	1	0	1.0	0.0
100000221	5	3	3	0	0	12.0	0	37.235	0.0				37.235	0.0	0	0	0.0	0.0
100000221	6	2	2	0	0	22.0	0	42.13399999999999	0.0				42.13399999999999	0.0	0	0	0.0	0.0
100000222	5	3	3	0	0	16.0	0	43.64233333333334	3.508192443726865				43.642	0.0	0	0	0.0	0.0
100000222	6	2	2	0	1	27.0	0	48.215666666666664	9.741092797468305				48.216	0.0	0	0	0.0	0.0
100000222	7	4	4	0	0	11.0	0	51.37350000000001	3.2010140190258407				51.374	0.0	0	0	0.0	0.0
100000222	8	3	3	0	0	8.0	0	56.822	6.477597136798999				56.822	0.0	0	0	0.0	0.0
100000222	9	4	4	0	1	26.0	0	70.085	8.676957992292001				70.085	0.0	0	0	0.0	0.0
100000222	10	1	1	0	0	24.0	0	86.965	0.0				86.965	0.0	0	0	0.0	0.0
100000222	11	1	1	0	0	21.0	0	81.62100000000002	0.0				81.62100000000002	0.0	0	0	0.0	0.0
100000222	12	5	2	3	0	28.0	0	79.2105	11.789499999999997				79.21	0.0	0	0	0.0	0.0
100000223	5	3	3	0	0	12.0	0	66.944	0.0				66.944	0.0	0	0	0.0	0.0
100000223	6	2	2	0	1	2.0	0	81.89399999999998	0.75				82.14399999999998	0.0	0	0	0.0	0.0
100000223	7	3	2	1	0	7.0	1	84.515	1.5	73.301	0.0	125.75379599999997	84.515	0.0	0	0	0.0	0.0
100000223	8	2	2	0	0	4.0	0	90.95750000000001	4.942500000000003				90.958	0.0	0	0	0.0	0.0
100000223	9	1	1	0	0	1.0	0	95.9	0.0				95.9	0.0	0	0	0.0	0.0
100000223	10	4	4	0	0	20.0	0	79.979	14.410652622279118				79.979	0.0	0	0	0.0	0.0
100000223	11	1	1	0	0	17.0	0	85.28	0.0				85.28	0.0	0	0	0.0	0.0
100000223	12	3	3	0	0	1.0	0	85.28	0.0				85.28	0.0	0	0	0.0	0.0
100000224	5	0	0	0	0		0								0	0	0.0	0.0
100000224	7	2	2	0	1	27.0	0	62.40833333333334	28.931012291695264				62.407999999999994	7.105427357601002e-15	0	0	0.0	0.0
100000224	8	4	4	0	1	18.0	0	54.941599999999994	7.603321316372209				54.94199999999999	7.105427357601002e-15	0	0	0.0	0.0
100000224	9	1	1	0	0	1.0	0	58.121	0.0				58.121	0.0	0	0	0.0	0.0
100000224	10	2	2	0	0	20.0	0	46.928999999999995	11.192000000000007				46.929	0.0	0	0	0.0	0.0
100000224	11	1	1	0	0	24.0	0	62.85	0.0				62.85	0.0	0	0	0.0	0.0
100000224	12	3	3	0	0	1.0	0	62.85	0.0				62.85	0.0	0	0	0.0	0.0
100000225	5	3	2	1	1	16.0	1	69.186	5.0911688245431534	66.683	0.0	6.265009000000001	69.186	0.0	0	0	0.0	0.0
100000225	6	5	5	0	0	20.0	0	79.5916	2.267784257816425				79.59100000000002	0.0	0	0	0.0	0.0
100000225	7	4	4	0	0	11.0	1	77.55725	3.60796454909136	71.376	0.0	38.2078515624999	77.557	0.0	0	0	0.0	0.0
100000225	8	2	2	0	0	2.0	0	75.957	0.0				75.957	0.0	0	0	0.0	0.0
100000225	9	5	5	0	0	5.0	1	78.93979999999999	5.965600000000001	85.12200000000001	0.0	38.219596840000285	78.94	0.0	1	0	1.0	0.0
100000225	10	4	4	0	0	17.0	0	85.186	0.4849999999999923				85.186	0.0	0	0	0.0	0.0
100000225	11	4	4	0	1	21.0	0	80.62880000000003	5.781109042389714				80.62899999999998	0.0	0	0	0.0	0.0
100000225	12	4	4	0	0	12.0	1	89.508	0.7794228634060059	79.39699999999998	0.0	102.23232100000037	89.508	0.0	1	0	1.0	0.0
100000227	5	3	3	0	0	15.0	0	56.805	3.2948653993752175				56.805	0.0	0	0	0.0	0.0
100000227	6	1	1	0	0	12.0	1	69.271	0.0	90.227	0.0	439.1539360000001	69.271	0.0	0	0	0.0	0.0
100000227	7	3	2	1	1	17.0	0	71.303	8.551394779020935				71.303	0.0	0	0	0.0	0.0
100000227	8	4	4	0	0	7.0	0	82.2575	1.1565717660396169				82.257	0.0	0	0	0.0	0.0
100000227	9	2	2	0	0	28.0	1	82.45	0.75	99.463	0.0	289.4421689999997	82.45	0.0	1	0	1.0	0.0
100000227	10	2	2	0	1	9.0	0	91.3	2.700000000000003				90.4	0.0	0	0	0.0	0.0
100000227	11	4	4	0	0	6.0	0	92.86475000000002	0.6917790019218563				92.865	0.0	0	0	0.0	0.0
100000227	12	4	4	0	0	18.0	0	91.917	0.75				91.917	0.0	0	0	0.0	0.0
100000228	5	3	3	0	0	15.0	0	80.36266666666667	6.9980512207963255				80.362	0.0	0	0	0.0	0.0
100000228	6	1	1	0	0	12.0	1	86.463	0.0	85.458	0.0	1.0100249999999908	86.463	0.0	0	0	0.0	0.0
100000228	7	3	2	1	1	17.0	0	80.921	6.999962476089902				80.921	0.0	0	0	0.0	0.0
100000228	8	4	4	0	0	14.0	0	89.9315	0.4685000000000059				89.931	0.0	0	0	0.0	0.0
100000228	9	2	2	0	0	18.0	1	89.463	0.0	93.067	0.0	12.988815999999995	89.46300000000001	1.4210854715202004e-14	1	0	1.0	0.0
100000228	10	2	2	0	0	9.0	0	89.9315	0.4685000000000059				89.931	0.0	0	0	0.0	0.0
100000228	11	4	4	0	0	6.0	0	88.70750000000001	0.6974297455658072				88.70700000000002	0.0	0	0	0.0	0.0
100000228	12	4	4	0	0	11.0	0	86.14974999999998	1.7018494902605346				86.15	0.0	0	0	0.0	0.0
100000229	5	2	2	0	0	8.0	0	85.757	0.0				85.757	0.0	0	0	0.0	0.0
100000229	6	1	1	0	0	12.0	0	85.757	0.0				85.757	0.0	0	0	0.0	0.0
100000229	7	4	3	1	0	17.0	0	90.13633333333335	0.6283822262144378				90.13600000000001	1.4210854715202004e-14	0	0	0.0	0.0
100000229	8	2	2	0	0	31.0	0	91.025	0.0				91.025	0.0	0	0	0.0	0.0
100000229	9	4	4	0	0	4.0	0	91.025	0.0				91.025	0.0	0	0	0.0	0.0
100000229	10	2	2	0	4	16.0	0	88.7213333333333	6.410061535499393				88.721	0.0	0	0	0.0	0.0
100000229	11	4	4	0	1	20.0	0	87.8354	6.9725122473897425				87.835	0.0	0	0	0.0	0.0
100000229	12	4	4	0	3	18.0	0	85.75642857142857	9.051333001389398				85.75699999999999	1.4210854715202004e-14	0	0	0.0	0.0
100000230	5	3	3	0	0	10.0	0	85.495	1.005107291122032				85.495	0.0	0	0	0.0	0.0
100000230	6	3	3	0	0	14.0	0	86.726	0.0				86.726	0.0	0	0	0.0	0.0
100000230	7	4	4	0	0	12.0	0	76.29699999999998	0.7149940559193392				76.297	0.0	0	0	0.0	0.0
100000230	8	1	1	0	0	9.0	0	80.21300000000002	0.0				80.21300000000002	0.0	0	0	0.0	0.0
100000230	9	3	3	0	0	13.0	0	82.705	0.0				82.705	0.0	0	0	0.0	0.0
100000230	10	3	3	0	4	20.0	0	75.31685714285713	11.645841286283538				75.317	0.0	0	0	0.0	0.0
100000230	11	1	1	0	0	22.0	0	83.954	0.0				83.954	0.0	0	0	0.0	0.0
100000230	12	4	4	0	3	20.0	0	78.676	11.593258016130383				78.676	0.0	0	0	0.0	0.0
100000237	5	1	1	0	0	12.0	0	72.32	0.0				72.32	0.0	0	0	0.0	0.0
100000237	6	1	1	0	0	23.0	0	72.902	0.0				72.902	0.0	0	0	0.0	0.0
100000237	7	4	4	0	0	21.0	0	79.296	2.6000000000000014				79.296	0.0	0	0	0.0	0.0
100000237	8	3	3	0	0	11.0	0	81.896	0.0				81.896	0.0	0	0	0.0	0.0
100000237	9	2	2	0	0	1.0	0	81.896	0.0				81.896	0.0	0	0	0.0	0.0
100000237	10	4	4	0	0	13.0	0	82.396	0.8660254037844386				82.396	0.0	0	0	0.0	0.0
100000237	11	4	4	0	0	3.0	0	83.896	0.0				83.896	0.0	0	0	0.0	0.0
100000237	12	1	1	0	0	22.0	0	83.896	0.0				83.896	0.0	0	0	0.0	0.0
100000240	5	3	2	1	0	17.0	1	58.104	0.75	45.74800000000001	0.0	152.6707359999997	29.427000000000003	3.552713678800501e-15	0	0	0.0	0.0
100000240	6	3	3	0	0	21.0	0	47.76300000000001	0.7071067811865476				47.76300000000001	0.0	0	0	0.0	0.0
100000240	7	3	3	0	0	19.0	0	52.56366666666667	3.7481373448094866				52.56399999999999	0.0	0	0	0.0	0.0
100000240	8	1	0	1	0		0								0	0	0.0	0.0
100000240	9	4	3	1	0	30.0	0	55.214	0.0				55.214	0.0	0	0	0.0	0.0
100000240	10	3	1	2	0	25.0	0	55.214	0.0				55.214	0.0	0	0	0.0	0.0
100000240	11	2	0	2	0		0								0	0	0.0	0.0
100000240	12	4	3	1	0	20.0	0	66.97800000000001	1.9544431431996179				66.97800000000001	0.0	0	0	0.0	0.0
100000242	7	1	1	0	0	18.0	1	47.758	0.0	27.888	0.0	394.81690000000003	0.0	0.0	0	1	0.0	1.0
100000242	8	2	2	0	0	1.0	0	54.852000000000004	1.2750000000000021				54.852	0.0	0	0	0.0	0.0
100000242	9	2	2	0	0	29.0	0	48.575	0.8170000000000002				48.575	0.0	0	0	0.0	0.0
100000242	10	1	1	0	0	24.0	0	47.758	0.0				47.758	0.0	0	0	0.0	0.0
100000242	11	2	2	0	1	21.0	0	48.30233333333333	7.8727541277214765				48.303	0.0	0	0	0.0	0.0
100000242	12	1	1	0	0	19.0	0	46.12300000000001	0.0				46.12300000000001	0.0	0	0	0.0	0.0
