CustomerID	No_planned_visits	No_executed_visits	No_not_executed_visits	No_adhoc_visits	No_validations	Mean_SAPE	Std_dev_SAPE	Mean_APE	Std_dev_APE	Squared_error_SAPE_APE	Mean_FPE	Std_dev_FPE	No_ok_validations	No_not_ok_validations	Percent_ok	Percent_not_ok
100000269	25	24	1	0	1	77.37079166666668	7.266949623576405	77.686	0.0	0.09935629340277623	77.03120000000001	5.93307854658945	0	0	0.0	0.0
100000277	19	8	11	0	0	81.93775000000001	5.3638971781252485				81.9375	3.328500000000005	0	0	0.0	0.0
100000279	11	11	0	0	0	72.45345454545453	1.5783621178951956				72.45345454545453	1.5783621178951956	0	0	0.0	0.0
100000280	14	14	0	3	2	51.91458823529411	6.42859023113634	51.9375	0.1905000000000001	0.0005249489619379987	51.61357894736841	3.7251696297058867	2	0	1.0	0.0
100000282	13	12	1	0	1	56.82791666666668	6.584733928544282	68.925	0.0	146.3394251736107	56.04738461538462	6.824258804931596	1	0	1.0	0.0
100000283	7	7	0	0	0	50.98542857142858	3.163923055644816				50.98542857142858	3.163923055644816	0	0	0.0	0.0
100000286	22	21	1	2	3	77.46281818181821	1.5037634193873737	83.57933333333334	1.294948218612964	37.41175759871416	77.60336	1.1892653826627568	3	0	1.0	0.0
100000294	19	19	0	0	2	83.6935263157895	2.363069978437307	81.4415	7.508499999999998	5.071622527008397	83.708	0.9526279441628742	2	0	1.0	0.0
100000297	12	12	0	0	0	80.91933333333331	6.949033006269452				80.91941666666666	6.749387866791248	0	0	0.0	0.0
100000298	28	27	1	0	1	94.87962962962962	4.174143497401577	95.1	0.0	0.048563100137176345	94.77796428571428	3.660222392561714	1	0	1.0	0.0
100000299	20	19	1	1	0	95.89834999999997	6.595633451572335				95.89839999999997	5.403199999999994	0	0	0.0	0.0
100000302	20	20	0	1	3	62.10952380952381	11.557007965151533	55.449999999999996	9.144123796187362	44.34925736961454	58.520041666666664	10.138840299721855	2	1	0.6666666666666666	0.3333333333333333
100000303	24	24	0	1	1	45.21043999999999	10.101826528227459	42.648	0.0	6.566098753599939	45.03684615384615	4.395542100918467	1	0	1.0	0.0
100000308	20	19	1	0	2	70.06384210526316	5.091589455719655	66.0	1.4170000000000016	16.514812656509736	70.08128571428573	3.6079376531258887	1	0	0.5	0.0
100000310	23	8	15	2	3	26.3553	16.02011043688526	26.87766666666667	3.501121375914992	0.27286693444444815	26.355299999999993	15.72693448864082	0	0	0.0	0.0
100000312	24	24	0	0	4	81.1083333333333	7.238722071071817	74.225	4.2422723863514475	47.38027777777748	76.75892857142857	13.680072535126651	3	1	0.75	0.25
100000313	23	23	0	0	2	87.99847826086956	5.0835612206709975	89.68400000000001	4.556999999999988	2.840983533081339	88.32051999999997	4.11249822001177	2	0	1.0	0.0
100000314	24	24	0	0	4	83.36150000000002	1.979876048308746	88.225	5.0629166495213	23.653632249999742	83.39235714285714	1.354247028907993	4	0	1.0	0.0
100000315	24	24	0	0	4	87.095375	3.2315255661026474	89.8615	1.2490133105775978	7.651447515625013	87.09696428571428	2.5308880638190376	4	0	1.0	0.0
100000316	24	24	0	0	4	79.16249999999997	3.662627984111955	78.55	8.244543650196775	0.3751562499999617	79.35357142857141	3.189349703405421	4	0	1.0	0.0
100000318	23	19	4	0	1	59.0231052631579	6.886156829731409	42.185	0.0	283.52178885318574	59.02315789473683	5.47141869664684	0	0	0.0	0.0
100000320	27	25	2	1	1	90.44134615384617	4.163144594971332	77.342	0.0	171.59286965828446	90.23325925925927	4.216764650531231	1	0	1.0	0.0
100000321	0	0	0	0	0								0	0	0.0	0.0
100000322	10	6	4	0	0	83.69166666666668	3.5501474460772626				83.6915	2.8067125342649564	0	0	0.0	0.0
100000327	23	21	2	0	1	98.59999999999998	1.4210854715202004e-14	94.056	0.0	20.64793599999984	98.59999999999997	2.842170943040401e-14	1	0	1.0	0.0
100000328	13	12	1	0	1	92.13041666666668	4.633237015635564	100.0	0.0	61.930341840277634	92.1305	4.5263581295194335	0	0	0.0	0.0
100000329	31	24	7	1	1	81.32127999999997	2.158767583970081	70.069	0.0	126.61380519839933	77.1238846153846	9.378513689553806	0	1	0.0	1.0
100000330	10	10	0	0	0	82.61499999999998	2.8025033452254786				82.61499999999998	2.5502990020779914	0	0	0.0	0.0
100000331	14	1	13	0	0	70.502	0.0				70.502	0.0	0	0	0.0	0.0
100000332	27	24	3	0	3	90.87520833333333	2.09784828215259	89.51233333333334	6.6387479408561845	1.857428265624968	90.73007692307695	2.0640016197645106	2	0	0.6666666666666666	0.0
100000333	23	21	2	0	1	61.895571428571415	3.4818909281271497	58.956	0.0	8.641080183673372	61.89552380952379	2.706069502838943	0	0	0.0	0.0
100000334	27	24	3	0	2	82.66316666666664	3.8970586629177415	67.779	1.2829999999999941	221.53841736111045	82.35955999999999	3.28094271915862	1	0	0.5	0.0
100000336	24	24	0	0	2	77.44962500000001	1.7277729840389933	71.917	2.618000000000002	30.60993939062511	77.44426923076925	0.6007023810438225	2	0	1.0	0.0
100000337	19	17	2	0	0	92.70429411764708	1.52420666981822				92.70429411764708	1.1818028981033142	0	0	0.0	0.0
100000338	27	24	3	0	3	89.51779166666667	2.3463800661722662	86.34033333333332	2.5276608861861942	10.096241460069539	89.3743076923077	2.002278178806694	2	0	0.6666666666666666	0.0
100000339	29	29	0	0	6	96.75951724137934	3.2176647413355197	83.0245	6.982258439549959	188.6506986209877	85.17931428571427	15.381998847951047	3	2	0.5	0.3333333333333333
100000340	30	30	0	0	6	96.74033333333337	2.6390456903122295	92.40516666666667	5.628295698719307	18.793670027778017	96.69416666666672	2.3219208104498303	5	0	0.8333333333333334	0.0
100000341	23	23	0	0	1	67.69534782608697	3.741196049262462	73.374	0.0	32.247090512287095	67.7490416666667	3.400935575680698	1	0	1.0	0.0
100000343	30	29	1	0	2	92.70810344827584	2.5459238191168874	92.923	0.3089999999999975	0.0461805279429373	92.65009677419353	2.3512904672971624	2	0	1.0	0.0
100000344	9	8	1	0	1	12.108	8.831430518324877	5.938	0.0	38.06890000000001	11.637666666666664	4.206789221669603	1	0	1.0	0.0
100000345	30	29	1	0	2	94.03172413793102	1.0605181848756027	86.60799999999999	1.1840000000000117	55.111680076099844	94.00570967741933	0.7726749595607156	2	0	1.0	0.0
100000348	30	29	1	0	2	25.430034482758632	5.111542924379726	28.4765	2.8055000000000003	9.280952147740724	25.54300000000002	5.1720428795967175	2	0	1.0	0.0
100000349	30	29	1	0	1	19.743965517241374	2.3968314354258253	44.407	0.0	608.2652698977408	19.77873333333334	1.6906691561495857	1	0	1.0	0.0
100000351	0	0	0	0	0								0	0	0.0	0.0
100000353	27	27	0	0	2	38.05503703703703	4.108364732640718	30.522000000000002	9.995000000000001	56.74664700137163	35.65955172413792	10.306704375061448	1	1	0.5	0.5
100000354	9	9	0	0	0	93.265	0.0				93.265	0.0	0	0	0.0	0.0
100000355	0	0	0	0	0								0	0	0.0	0.0
100000356	27	27	0	0	2	31.631333333333334	2.235171349799151	35.6505	0.23550000000000182	16.153700694444446	31.727310344827576	1.823530057115408	2	0	1.0	0.0
100000358	22	22	0	0	1	84.0059545454545	4.8827927969486655	55.084	0.0	836.479454729336	76.58708695652173	23.947732578359332	0	1	0.0	1.0
100000360	0	0	0	0	0								0	0	0.0	0.0
100000361	27	27	0	0	1	40.07600000000001	3.492154285760519	29.197	0.0	118.35264100000019	37.16471428571429	10.619422246381335	0	1	0.0	1.0
100000364	16	14	2	0	1	56.13250000000001	0.7094534868474464	47.797	0.0	69.48056025000017	56.04193333333334	0.7645925683365977	1	0	1.0	0.0
100000366	16	12	4	0	0	72.66850000000001	0.23143303567123177				72.66850000000001	0.23143303567123177	0	0	0.0	0.0
100000367	18	17	1	0	0	23.41035294117647	11.325033842002034				23.410352941176477	10.334391020170733	0	0	0.0	0.0
100000369	11	11	0	0	1	57.86845454545455	8.385910330197651	45.633	0.0	149.70634793388427	58.4915	6.382473442952975	0	0	0.0	0.0
100000371	14	0	14	0	0								0	0	0.0	0.0
100000373	27	24	3	0	5	50.618083333333324	6.447622293765009	44.845400000000005	6.357716778844429	33.32387286694428	47.843678571428576	6.923395776297574	3	1	0.6	0.2
100000376	15	13	2	0	1	88.42923076923077	4.480173093391097	81.055	0.0	54.379279437869734	88.1435714285714	4.4383619197415864	1	0	1.0	0.0
100000377	30	26	4	0	1	81.37915384615381	1.2631324826157506	47.901	0.0	1120.7867849467432	77.6328148148148	8.772484938872417	0	1	0.0	1.0
100000378	30	26	4	0	1	73.17903846153847	6.7562984943439695	52.105	0.0	444.11509707840275	69.8027037037037	9.582825597428297	0	1	0.0	1.0
100000381	15	13	2	0	1	81.1836153846154	2.3467804963875167	68.704	0.0	155.74080014792938	80.87757142857144	2.516269509591121	1	0	1.0	0.0
100000384	22	21	1	0	4	90.29966666666667	0.9123393966080664	83.57575	8.189409666606014	45.21105534027779	85.72164	9.069587747543988	3	1	0.75	0.25
100000385	31	19	12	0	2	73.27694736842106	4.545626868629767	56.946	1.6709999999999994	266.6998419501389	64.2534761904762	10.995029433768384	0	2	0.0	1.0
100000386	24	22	2	0	5	44.277272727272745	3.9899808974459345	41.791	7.132509656495393	6.18155207438027	44.083153846153856	3.0408762235744824	4	0	0.8	0.0
100000387	27	24	3	0	5	92.14754166666665	2.189893433083882	89.29780000000001	2.8802730703876	8.12102756673599	92.08135714285719	2.0969454351897925	4	0	0.8	0.0
100000389	24	24	0	0	5	30.139749999999992	7.245142954938846	22.5094	5.720043097739736	58.22224112249989	25.36072413793104	4.62422219291173	1	4	0.2	0.8
100000396	25	25	0	0	1	56.83099999999999	4.943605332143738	45.977	0.0	117.80931599999982	56.618346153846154	4.070221284310527	1	0	1.0	0.0
100000397	25	24	1	0	4	48.63987500000001	5.025441326494786	45.83624999999999	3.932208690736037	7.8603131406251014	48.29060714285714	4.077452717946812	3	0	0.75	0.0
100000398	29	29	0	0	2	61.66344827586203	5.174479994438268	52.774	2.591000000000001	79.02229064922642	61.40951612903224	3.250375421204773	2	0	1.0	0.0
100000399	25	24	1	0	3	58.821958333333356	3.0278660042892485	51.243	2.5363055809582526	57.44060941840309	55.95903703703704	7.131271641218733	2	1	0.6666666666666666	0.3333333333333333
100000400	29	29	0	0	3	52.62906896551721	6.7224240544358365	46.793000000000006	2.4774700805458796	34.05970097027308	50.346937499999974	4.993805524957268	1	1	0.3333333333333333	0.3333333333333333
100000401	30	29	1	0	1	50.83406896551725	5.092975276560601	40.938	0.0	97.93218097027355	50.5902	4.375924408244116	1	0	1.0	0.0
100000403	0	0	0	0	0								0	0	0.0	0.0
100000406	0	0	0	0	0								0	0	0.0	0.0
100000407	0	0	0	0	0								0	0	0.0	0.0
100000412	27	27	0	0	1	80.97670370370373	5.0863625132222126	67.425	0.0	183.6486732729776	80.69132142857146	4.765891335113741	1	0	1.0	0.0
100000413	25	25	0	0	0	49.23072000000001	9.266383572980342				49.230760000000004	7.2837995704439855	0	0	0.0	0.0
100000414	9	9	0	0	0	73.71500000000002	1.4210854715202004e-14				73.71500000000002	1.4210854715202004e-14	0	0	0.0	0.0
100000415	25	24	1	0	4	91.33425000000001	2.125983110821907	84.90624999999999	3.8977199986017563	41.31918400000033	91.33317857142856	1.9054695719273012	4	0	1.0	0.0
100000416	21	21	0	0	1	67.15033333333331	3.8635839312289795	72.075	0.0	24.25234177777806	67.02090909090906	3.2535002257581422	1	0	1.0	0.0
100000418	26	25	1	0	5	85.48272000000001	1.7243108425107128	81.57639999999999	2.0655237205125396	15.259335942400174	85.48993333333333	1.7678369444669442	5	0	1.0	0.0
100000421	21	21	0	0	0	55.317238095238096	5.718896171421644				55.3172857142857	4.606437877402381	0	0	0.0	0.0
100000422	7	7	0	0	0	28.48628571428572	2.258116896524038				28.486428571428576	2.2373147717196846	0	0	0.0	0.0
100000423	31	23	8	0	1	69.6561304347826	15.573850316432317	97.75	0.0	789.2655071474487	69.65621739130438	14.717814727195254	0	0	0.0	0.0
100000426	1	0	1	0	0								0	0	0.0	0.0
100000427	0	0	0	0	0								0	0	0.0	0.0
100000428	0	0	0	0	0								0	0	0.0	0.0
100000429	26	25	1	0	5	58.34539999999999	3.85293225478985	51.76180000000001	6.054066448264344	43.34378895999977	53.2095	8.583467806389988	3	2	0.6	0.4
100000430	26	25	1	0	5	59.48728000000003	5.13714680747981	53.552600000000005	7.039933567868379	35.22042670240025	56.87093333333333	7.655317754926235	4	1	0.8	0.2
100000432	5	4	1	0	1	15.979	0.0	22.079	0.0	37.210000000000015	15.979	0.0	1	0	1.0	0.0
100000433	30	29	1	0	0	74.35896551724137	5.069624025253907				74.35896551724137	3.401239130008443	0	0	0.0	0.0
100000434	0	0	0	0	0								0	0	0.0	0.0
100000436	4	2	2	0	1	62.658	0.0	40.12	0.0	507.9614440000002	31.329	31.329	0	0	0.0	0.0
100000437	0	0	0	0	0								0	0	0.0	0.0
100000438	0	0	0	0	0								0	0	0.0	0.0
100000439	32	30	2	0	2	84.52196666666671	7.428890897405584	83.38600000000001	4.345000000000013	1.2904202677778622	84.71884375000003	6.442980143678542	2	0	1.0	0.0
100000441	29	29	0	0	1	96.11175862068963	2.706329027262759	76.369	0.0	389.7765179548146	92.06046666666666	9.059411951973235	0	1	0.0	1.0
100000442	9	8	1	0	1	90.0	0.0	61.65	0.0	803.7225000000001	90.0	0.0	0	0	0.0	0.0
100000446	30	30	0	0	0	79.42146666666667	9.913096346864698				79.42150000000001	9.61937922719895	0	0	0.0	0.0
100000450	0	0	0	0	0								0	0	0.0	0.0
100000451	12	10	2	0	0	68.85709999999999	4.698233996939703				68.857	4.6691553411725355	0	0	0.0	0.0
100000452	14	14	0	0	0	62.44964285714285	4.7687907213336125				62.44964285714285	4.657390587736302	0	0	0.0	0.0
100000453	0	0	0	0	0								0	0	0.0	0.0
100000454	7	6	1	0	1	20.700333333333333	1.0220050010749564	18.611	0.0	4.365313777777774	20.803714285714285	0.7150895476962921	1	0	1.0	0.0
100000457	12	11	1	1	0	70.14691666666667	4.441457802312459				70.147	3.9213786691247576	0	0	0.0	0.0
100000459	0	0	0	0	0								0	0	0.0	0.0
100000460	11	6	5	0	0	52.27633333333335	5.053451812595258				52.27633333333335	5.053451812595258	0	0	0.0	0.0
100000461	22	22	0	0	4	71.82481818181819	3.9213142351230323	71.63725	2.7308248181639168	0.03518182283058276	71.87307692307694	2.885647133434411	4	0	1.0	0.0
100000462	11	11	0	0	0	59.98127272727274	9.017060880665053				59.981000000000016	5.886515314297131	0	0	0.0	0.0
100000464	4	0	4	0	1			19.507	0.0				0	0	0.0	0.0
100000465	25	19	6	0	0	43.7553157894737	5.457448700751079				43.75536842105265	3.5565341971988502	0	0	0.0	0.0
100000466	25	20	5	0	1	38.3008	10.49693990456266	28.657	0.0	93.00287844000005	38.30075	7.621182551776332	0	0	0.0	0.0
100000467	25	20	5	0	1	89.50155000000001	5.875560998534528	75.532	0.0	195.14832720250035	89.50145	5.578459567613629	0	0	0.0	0.0
100000468	29	27	2	0	2	52.25922222222221	10.110354022937859	49.5045	0.8935000000000031	7.588494521604889	47.341000000000015	8.91494009881823	0	2	0.0	1.0
100000469	8	8	0	0	1	15.763375	4.518730018973804	25.279	0.0	90.547119140625	16.135	4.204456920935212	1	0	1.0	0.0
100000470	27	27	0	0	1	44.4157037037037	16.240141125127586	39.632	0.0	22.883821124828504	43.69389285714284	15.83028460248467	1	0	1.0	0.0
100000471	19	17	2	0	1	61.00529411764707	15.837171965179623	61.058	0.0	0.002777910034601068	60.41733333333333	14.90768597811955	1	0	1.0	0.0
100000472	8	8	0	0	1	21.4885	2.688846639360453	32.969	0.0	131.80188025000007	21.655666666666665	1.8912749374136177	1	0	1.0	0.0
100000473	27	27	0	0	1	45.43503703703705	9.144365848783941	57.44600000000001	0.0	144.26323129766806	45.42082142857142	8.170840685255499	1	0	1.0	0.0
100000474	5	5	0	0	0	37.763999999999996	6.287807567030022				37.7642	3.3205282953168753	0	0	0.0	0.0
100000475	29	28	1	0	2	48.682	9.540629905829068	49.517	2.1540000000000035	0.6972250000000014	48.79590000000001	8.265587699815022	2	0	1.0	0.0
100000476	13	10	3	0	0	37.2937	10.38572697551789				37.2938	10.282620276952759	0	0	0.0	0.0
100000477	24	20	4	0	0	46.88365000000001	7.626079033651567				46.88380000000001	6.632119982328426	0	0	0.0	0.0
100000479	24	23	1	0	5	41.27	6.616001097471126	32.3634	3.5718325044716197	79.32752356000007	36.116250000000015	4.7808983138632	2	3	0.4	0.6
100000482	0	0	0	0	0								0	0	0.0	0.0
100000484	24	19	5	0	0	81.76089473684213	8.193264993400227				81.76073684210527	7.476261631549523	0	0	0.0	0.0
100000485	24	20	4	1	2	56.02223809523809	8.898807527950087	70.21199999999999	5.6229999999999976	201.34934291383212	56.024818181818176	7.055371194644182	1	0	0.5	0.0
100000486	7	3	4	0	0	55.424	6.940223771608513				55.424	6.940223771608513	0	0	0.0	0.0
100000487	26	22	4	1	4	73.76926086956523	11.558658283868915	79.19725	2.2655387190467504	29.46306600011798	73.0537037037037	12.018000850005258	3	0	0.75	0.0
100000488	0	0	0	0	0								0	0	0.0	0.0
100000489	23	20	3	0	0	95.25384999999999	1.400048723259301				95.25355	0.838068283315867	0	0	0.0	0.0
100000490	16	14	2	0	0	84.8215	2.4413960511501207				84.82135714285714	1.7942093207690994	0	0	0.0	0.0
100000491	24	22	2	0	3	58.02927272727272	17.972183770234327	59.82233333333334	6.616672695211359	3.215066337006481	57.5467916666667	17.596675306193415	2	0	0.6666666666666666	0.0
100000493	17	14	3	0	2	67.53821428571429	11.640321363866281	83.6485	3.396500000000003	259.5413057959182	66.892	11.46528927386192	1	0	0.5	0.0
100000494	0	0	0	0	0								0	0	0.0	0.0
100000496	20	17	3	1	5	85.01105555555556	4.4372972188061395	88.525	8.611739986785482	12.347805558642	79.3691904761905	11.22930068474795	2	1	0.4	0.2
100000497	13	12	1	0	2	47.657166666666654	7.408775043074861	40.683	5.329000000000001	48.63900069444428	47.211769230769235	4.694369018857279	1	0	0.5	0.0
100000498	15	13	2	0	2	60.72530769230768	5.28083423457106	48.5405	0.785499999999999	148.4695384985204	60.14514285714285	5.277420701943905	1	0	0.5	0.0
100000500	9	1	8	0	0	72.185	0.0				72.185	0.0	0	0	0.0	0.0
100000502	13	12	1	0	1	56.58983333333333	5.133169891878594	48.511	0.0	65.26754802777769	55.900999999999996	4.883059854073216	1	0	1.0	0.0
100000503	22	19	3	0	1	53.865947368421054	3.2608578218119266	54.072	0.0	0.04245768698061002	53.98170000000001	2.7058738533050652	1	0	1.0	0.0
100000506	17	13	4	0	1	21.779538461538458	2.784515304193881	13.429	0.0	69.73149259763306	19.824285714285715	3.720186005882952	0	1	0.0	1.0
100000507	26	26	0	0	1	95.48230769230766	3.8833088267335873	88.369	0.0	50.599146325443286	95.21740740740736	3.3728213847279847	1	0	1.0	0.0
100000509	12	12	0	0	0	66.43166666666667	7.981214374322298				66.43158333333334	7.980432814686317	0	0	0.0	0.0
100000510	43	38	5	0	5	66.7060789473684	7.272289270278611	66.217	4.117679443570127	0.2391982167589803	66.89053488372089	6.023051785176903	3	0	0.6	0.0
100000511	29	25	4	0	3	73.54023999999998	10.423149394611977	77.92966666666668	4.528073713573523	19.26706646204468	73.71432142857144	9.495273640281598	3	0	1.0	0.0
100000513	11	9	2	0	4	85.65877777777777	11.107357699368846	82.88525	10.04418638753284	7.692456334104909	85.33099999999999	11.074954419076194	3	0	0.75	0.0
100000514	22	19	3	0	4	72.45994736842106	1.902791840087507	72.47575	1.8949608670101905	0.0002497231648200246	72.55661904761904	1.3722856316653902	2	0	0.5	0.0
100000515	25	21	4	0	3	72.25647619047619	10.037115539071529	63.94133333333334	10.380389341873883	69.1416007346938	68.11245833333336	10.067497119357121	1	1	0.3333333333333333	0.3333333333333333
100000517	24	21	3	0	0	53.85128571428572	11.26707140359044				53.85138095238095	9.457287260682406	0	0	0.0	0.0
100000518	21	18	3	1	6	79.78126315789473	5.84751706050125	76.7	5.88153891426385	9.494182648199372	79.46508333333334	5.285570466820225	4	0	0.6666666666666666	0.0
100000519	20	18	2	0	2	67.04477777777778	4.099980684989133	72.718	5.331999999999994	32.18545038271605	66.78368421052633	3.96708540834693	1	0	0.5	0.0
100000521	2	2	0	0	0	35.695	4.753				35.695	4.753	0	0	0.0	0.0
100000522	14	9	5	0	1	54.91111111111112	4.802031918179002	49.9	0.0	25.111234567901324	54.859300000000005	2.994245983549115	1	0	1.0	0.0
100000523	1	0	1	0	0								0	0	0.0	0.0
