XLS_RowNumber	CustomerID	Calendarday	month	PerformanceEvaluationPlanned	PerformanceEvaluationExecuted	PerformanceEvaluationAdHoc	TERRID	SAPECCSalesGroup	SAPECoeficient	APECoeficient	FPECoeficient	SAMEDAYVISIT	OVERDUE	UNDERDUE	OK	NOTOK	STATUS	OVERDUEDAYS
43115	100003872	2017-08-16	8	0	 	1	Employee 26	Team 5	31.604		26.396	 	 	 	 	not ok	not ok	 
43155	100003875	2017-08-16	8	0	 	1	Employee 26	Team 5	73.91199999999998		78.385	 	 	 	 	 	 	 
43291	100003897	2017-10-20	10	0	 	1	Employee 27	Team 5	53.717		53.717	 	 	 	 	 	 	 
43295	100003897	2017-11-10	11	0	 	1	Employee 27	Team 5	70.138		67.774	 	 	 	 	 	 	 
43333	100003899	2017-11-10	11	0	 	1	Employee 27	Team 5	87.2		88.6	 	 	 	 	 	 	 
43503	100003909	2017-05-04	5	0	 	1	Employee 27	Team 5	32.899		35.978	 	 	 	 	 	 	 
43557	100003912	2017-09-29	9	0	 	1	Employee 29	Team 5	38.521		25.171	 	 	 	 	 	 	 
43941	100003943	2017-08-16	8	0	 	1	Employee 30	Team 5	33.407		41.50100000000001	 	 	 	 	 	 	 
44563	100004048	2017-12-29	12	0	 	1	Employee 37	Team 6	88.2		88.2	 	 	 	 	 	 	 
54288	100005038	2017-12-29	12	0	 	1	Employee 37	Team 6	86.8		86.8	 	 	 	 	 	 	 
55669	100005200	2017-12-18	12	0	 	1	Employee 30	Team 5	100.4		78.203	 	 	 	 	 	 	 
55759	100005214	2017-11-10	11	0	 	1	Employee 27	Team 5	100.4		95.002	 	 	 	 	 	 	 
56294	100005256	2017-08-16	8	0	 	1	Employee 26	Team 5	66.566		78.608	 	 	 	ok	 	ok	 
59109	100005524	2017-09-28	9	0	 	1	Employee 64	Team 12				 	 	 	 	 	 	 
59357	100005535	2017-05-02	5	0	 	1	Employee 63	Team 12	83.561		84.80799999999998	 	 	 	 	 	 	 
61798	100005785	2017-07-12	7	0	 	1	Employee 53	Team 2	75.37100000000002		72.343	 	 	 	 	 	 	 
66611	100006427	2017-08-25	8	0	 	1	Employee 31	Team 10	74.715		73.44	 	 	 	 	 	 	 
68206	100006590	2017-08-25	8	0	 	1	Employee 31	Team 10	64.487		51.5	 	 	 	 	 	 	 
70724	100007100	2017-12-29	12	0	 	1	Employee 45	Team 4	99.5		95.589	 	 	 	 	 	 	 
72678	100007306	2017-05-04	5	0	 	1	Employee 29	Team 5	86.18799999999997		86.18799999999997	 	 	 	 	 	 	 
76904	100007863	2017-11-27	12	0	 	1	Employee 31	Team 10	50.887		47.917	 	 	 	 	 	 	 
82916	100008873	2017-12-28	12	0	 	1	Employee 66	Team 12	97.311		96.422	 	 	 	 	 	 	 
83032	100008892	2017-12-28	12	0	 	1	Employee 66	Team 12	67.611		58.341	 	 	 	 	 	 	 
83061	100008900	2017-12-28	12	0	 	1	Employee 66	Team 12	65.683		54.37	 	 	 	 	 	 	 
83131	100008902	2017-12-28	12	0	 	1	Employee 66	Team 12	45.333		30.725	 	 	 	 	 	 	 
92051	100011338	2017-12-18	12	0	 	1	Employee 30	Team 5	100.0		73.46600000000002	 	 	 	 	 	 	 
92236	100011677	2017-12-29	12	0	 	1	Employee 34	Team 6	97.342		76.456	 	 	 	 	 	 	 
92822	100012619	2017-12-29	12	0	 	1	Employee 37	Team 6	78.45		74.765	 	 	 	 	 	 	 
92832	100012630	2017-06-27	6	0	 	1	Employee 38	Team 6	86.541		65.916	 	 	 	 	 	 	 
98188	100016510	2017-10-27	10	0	 	1	Employee 27	Team 5	81.0		81.0	 	 	 	 	 	 	 
98191	100016510	2017-11-10	11	0	 	1	Employee 27	Team 5	92.4		88.667	 	 	 	 	 	 	 
111296	100021613	2017-10-27	10	0	 	1	Employee 27	Team 5	81.2		81.2	 	 	 	 	 	 	 
111299	100021613	2017-11-10	11	0	 	1	Employee 27	Team 5	95.9		91.9	 	 	 	 	 	 	 
112191	100021818	2017-12-29	12	0	 	1	Employee 37	Team 6	90.55		90.55	 	 	 	 	 	 	 
113125	100021914	2017-12-18	12	0	 	1	Employee 28	Team 5	80.0		74.175	 	 	 	 	 	 	 
113739	100022002	2017-12-29	12	0	 	1	Employee 37	Team 6	81.683		75.15	 	 	 	 	 	 	 
114218	100022053	2017-12-29	12	0	 	1	Employee 37	Team 6	85.316		76.934	 	 	 	 	 	 	 
115224	100022133	2017-10-20	10	0	 	1	Employee 27	Team 5	49.797		49.797	 	 	 	 	 	 	 
115231	100022133	2017-11-10	11	0	 	1	Employee 27	Team 5	64.475		64.758	 	 	 	 	 	 	 
116627	100022300	2017-11-27	12	0	 	1	Employee 31	Team 10	67.546		65.786	 	 	 	 	 	 	 
116690	100022310	2017-12-29	12	0	 	1	Employee 35	Team 6	57.486		43.952	 	 	 	 	 	 	 
119368	100022601	2017-12-29	12	0	 	1	Employee 37	Team 6	100.0		100.0	 	 	 	 	 	 	 
119988	100022666	2017-12-18	12	0	 	1	Employee 28	Team 5	70.25399999999999		79.854	 	 	 	 	 	 	 
122745	100022933	2017-10-04	10	0	 	1	Employee 37	Team 6	76.14		79.579	 	 	 	 	 	 	 
123147	100022974	2017-12-29	12	0	 	1	Employee 35	Team 6	72.05		50.65600000000001	 	 	 	 	 	 	 
125332	100023148	2017-12-29	12	0	 	1	Employee 37	Team 6	79.911		71.298	 	 	 	 	 	 	 
126659	100023242	2017-07-12	7	0	 	1	Employee 30	Team 5	62.358		66.223	 	 	 	 	 	 	 
127333	100023311	2017-12-29	12	0	 	1	Employee 37	Team 6	76.456		76.456	 	 	 	 	 	 	 
133085	100023696	2017-10-04	10	0	 	1	Employee 37	Team 6	90.55		90.55	 	 	 	 	 	 	 
133449	100023716	2017-08-25	8	0	 	1	Employee 31	Team 10	63.0		60.45	 	 	 	 	 	 	 
134257	100023757	2017-12-29	12	0	 	1	Employee 34	Team 6	86.20200000000001		80.47800000000002	 	 	 	 	 	 	 
136868	100023919	2017-10-04	10	0	 	1	Employee 37	Team 6	86.20200000000001		85.98100000000002	 	 	 	 	 	 	 
137702	100023987	2017-12-29	12	0	 	1	Employee 37	Team 6	81.683		79.146	 	 	 	 	 	 	 
138185	100024022	2017-12-29	12	0	 	1	Employee 37	Team 6	71.37100000000002		38.271	 	 	 	 	 	 	 
138259	100024031	2017-12-29	12	0	 	1	Employee 35	Team 6	98.6		88.85	 	 	 	 	 	 	 
138993	100024104	2017-12-29	12	0	 	1	Employee 37	Team 6	79.911		71.76	 	 	 	 	 	 	 
139626	100024196	2017-12-29	12	0	 	1	Employee 37	Team 6	85.759		76.536	 	 	 	 	 	 	 
139954	100024257	2017-12-29	12	0	 	1	Employee 37	Team 6	92.936		81.171	 	 	 	 	 	 	 
