XLS_RowNumber	CustomerID	Calendarday	month	PerformanceEvaluationPlanned	PerformanceEvaluationExecuted	PerformanceEvaluationAdHoc	TERRID	SAPECCSalesGroup	SAPECoeficient	APECoeficient	FPECoeficient	SAMEDAYVISIT	OVERDUE	UNDERDUE	OK	NOTOK	STATUS	OVERDUEDAYS
98251	100016510	2017-10-27	10	0	 	1	Employee 27	Team 5	81.0		81.0	 	 	 	 	 	 	 
98254	100016510	2017-11-10	11	0	 	1	Employee 27	Team 5	92.4		88.667	 	 	 	 	 	 	 
111364	100021613	2017-10-27	10	0	 	1	Employee 27	Team 5	81.2		81.2	 	 	 	 	 	 	 
111367	100021613	2017-11-10	11	0	 	1	Employee 27	Team 5	95.9		91.9	 	 	 	 	 	 	 
112259	100021818	2017-12-29	12	0	 	1	Employee 37	Team 6	90.55		90.55	 	 	 	 	 	 	 
113193	100021914	2017-12-18	12	0	 	1	Employee 28	Team 5	80.0		74.175	 	 	 	 	 	 	 
113807	100022002	2017-12-29	12	0	 	1	Employee 37	Team 6	81.683		75.15	 	 	 	 	 	 	 
114286	100022053	2017-12-29	12	0	 	1	Employee 37	Team 6	85.316		76.934	 	 	 	 	 	 	 
115292	100022133	2017-10-20	10	0	 	1	Employee 27	Team 5	49.797		49.797	 	 	 	 	 	 	 
115299	100022133	2017-11-10	11	0	 	1	Employee 27	Team 5	64.475		64.758	 	 	 	 	 	 	 
116697	100022300	2017-11-27	12	0	 	1	Employee 31	Team 10	67.546		65.786	 	 	 	 	 	 	 
116760	100022310	2017-12-29	12	0	 	1	Employee 35	Team 6	57.486000000000004		43.952	 	 	 	 	 	 	 
119439	100022601	2017-12-29	12	0	 	1	Employee 37	Team 6	100.0		100.0	 	 	 	 	 	 	 
120059	100022666	2017-12-18	12	0	 	1	Employee 28	Team 5	70.25399999999999		79.854	 	 	 	 	 	 	 
122817	100022933	2017-10-04	10	0	 	1	Employee 37	Team 6	76.14		79.579	 	 	 	 	 	 	 
123219	100022974	2017-12-29	12	0	 	1	Employee 35	Team 6	72.05		50.65600000000001	 	 	 	 	 	 	 
125404	100023148	2017-12-29	12	0	 	1	Employee 37	Team 6	79.911		71.298	 	 	 	 	 	 	 
126734	100023242	2017-07-12	7	0	 	1	Employee 30	Team 5	62.358000000000004		66.223	 	 	 	 	 	 	 
127409	100023311	2017-12-29	12	0	 	1	Employee 37	Team 6	76.456		76.456	 	 	 	 	 	 	 
133167	100023696	2017-10-04	10	0	 	1	Employee 37	Team 6	90.55		90.55	 	 	 	 	 	 	 
133531	100023716	2017-08-25	8	0	 	1	Employee 31	Team 10	63.0		60.45	 	 	 	 	 	 	 
134339	100023757	2017-12-29	12	0	 	1	Employee 34	Team 6	86.20200000000001		80.47800000000002	 	 	 	 	 	 	 
136950	100023919	2017-10-04	10	0	 	1	Employee 37	Team 6	86.20200000000001		85.98100000000002	 	 	 	 	 	 	 
137784	100023987	2017-12-29	12	0	 	1	Employee 37	Team 6	81.683		79.146	 	 	 	 	 	 	 
138267	100024022	2017-12-29	12	0	 	1	Employee 37	Team 6	71.37100000000002		38.271	 	 	 	 	 	 	 
138341	100024031	2017-12-29	12	0	 	1	Employee 35	Team 6	98.6		88.85	 	 	 	 	 	 	 
139075	100024104	2017-12-29	12	0	 	1	Employee 37	Team 6	79.911		71.76	 	 	 	 	 	 	 
139709	100024196	2017-12-29	12	0	 	1	Employee 37	Team 6	85.759		76.536	 	 	 	 	 	 	 
140037	100024257	2017-12-29	12	0	 	1	Employee 37	Team 6	92.936		81.171	 	 	 	 	 	 	 
