XLS_RowNumber	CustomerID	Calendarday	month	PerformanceEvaluationPlanned	PerformanceEvaluationExecuted	PerformanceEvaluationAdHoc	TERRID	SAPECCSalesGroup	SAPECoeficient	APECoeficient	FPECoeficient	SAMEDAYVISIT	OVERDUE	UNDERDUE	OK	NOTOK	STATUS	OVERDUEDAYS
96	100000141	2017-07-03	7	1	 	 	Employee 43	Team 1				 	 	 	 	 	 	 
97	100000141	2017-07-04	7	1	 	 	Employee 43	Team 1				 	 	 	 	 	 	 
100	100000141	2017-07-13	7	1	 	 	Employee 43	Team 1				 	 	 	 	 	 	 
101	100000141	2017-07-17	7	1	 	 	Employee 43	Team 1				 	 	 	 	 	 	 
103	100000141	2017-07-21	7	1	 	 	Employee 43	Team 1				 	 	 	 	 	 	 
105	100000141	2017-07-27	7	1	 	 	Employee 43	Team 1				 	 	 	 	 	 	 
106	100000141	2017-07-31	8	1	 	 	Employee 43	Team 1				 	 	 	 	 	 	 
107	100000141	2017-08-03	8	1	 	 	Employee 43	Team 1				 	 	 	 	 	 	 
113	100000141	2017-08-22	8	1	 	 	Employee 43	Team 1				 	 	 	 	 	 	 
114	100000141	2017-08-24	8	1	 	 	Employee 43	Team 1				 	 	 	 	 	 	 
117	100000141	2017-09-04	9	1	 	 	Employee 43	Team 1				 	 	 	 	 	 	 
196	100000145	2017-05-03	5	1	 	 	Employee 43	Team 1				 	 	 	 	 	 	 
237	100000145	2017-09-01	9	1	 	 	Employee 43	Team 1				 	 	 	 	 	 	 
281	100000146	2017-07-04	7	1	 	 	Employee 41	Team 1				 	 	 	 	 	 	 
369	100000201	2017-07-03	7	1	 	 	Employee 48	Team 4				 	 	 	 	 	 	 
370	100000201	2017-07-10	7	1	 	 	Employee 48	Team 4				 	 	 	 	 	 	 
371	100000201	2017-07-17	7	1	 	 	Employee 48	Team 4				 	 	 	 	 	 	 
373	100000201	2017-07-31	8	1	 	 	Employee 48	Team 4				 	 	 	 	 	 	 
387	100000202	2017-07-03	7	1	 	 	Employee 28	Team 5				 	 	 	 	 	 	 
413	100000202	2017-12-05	12	1	 	 	Employee 28	Team 5				 	 	 	 	 	 	 
429	100000203	2017-07-03	7	1	 	 	Employee 28	Team 5				 	 	 	 	 	 	 
456	100000203	2017-12-05	12	1	 	 	Employee 28	Team 5				 	 	 	 	 	 	 
636	100000212	2017-05-09	5	1	 	 	Employee 27	Team 5				 	 	 	 	 	 	 
637	100000212	2017-05-16	5	1	 	 	Employee 27	Team 5				 	 	 	 	 	 	 
687	100000216	2017-07-03	7	1	 	 	Employee 26	Team 5				 	 	 	 	 	 	 
688	100000216	2017-07-10	7	1	 	 	Employee 26	Team 5				 	 	 	 	 	 	 
801	100000220	2017-07-03	7	1	 	 	Employee 26	Team 5				 	 	 	 	 	 	 
875	100000222	2017-12-05	12	1	 	 	Employee 29	Team 5				 	 	 	 	 	 	 
876	100000222	2017-12-12	12	1	 	 	Employee 29	Team 5				 	 	 	 	 	 	 
877	100000222	2017-12-19	12	1	 	 	Employee 29	Team 5				 	 	 	 	 	 	 
888	100000223	2017-07-07	7	1	 	 	Employee 29	Team 5				 	 	 	 	 	 	 
947	100000225	2017-05-25	5	1	 	 	Employee 43	Team 1				 	 	 	 	 	 	 
995	100000227	2017-07-03	7	1	 	 	Employee 48	Team 4				 	 	 	 	 	 	 
1033	100000228	2017-07-03	7	1	 	 	Employee 48	Team 4				 	 	 	 	 	 	 
1070	100000229	2017-07-03	7	1	 	 	Employee 49	Team 4				 	 	 	 	 	 	 
1176	100000240	2017-05-10	5	1	 	 	Employee 45	Team 4				 	 	 	 	 	 	 
1192	100000240	2017-08-23	8	1	 	 	Employee 45	Team 4				 	 	 	 	 	 	 
1197	100000240	2017-09-27	9	1	 	 	Employee 45	Team 4				 	 	 	 	 	 	 
1198	100000240	2017-10-04	10	1	 	 	Employee 45	Team 4				 	 	 	 	 	 	 
1200	100000240	2017-10-18	10	1	 	 	Employee 45	Team 4				 	 	 	 	 	 	 
1202	100000240	2017-11-01	11	1	 	 	Employee 45	Team 4				 	 	 	 	 	 	 
1205	100000240	2017-11-22	11	1	 	 	Employee 45	Team 4				 	 	 	 	 	 	 
1206	100000240	2017-11-29	12	1	 	 	Employee 45	Team 4				 	 	 	 	 	 	 
1225	100000243	2017-05-02	5	1	 	 	Employee 48	Team 4				 	 	 	 	 	 	 
1274	100000244	2017-07-13	7	1	 	 	Employee 46	Team 4				 	 	 	 	 	 	 
1277	100000244	2017-07-27	7	1	 	 	Employee 46	Team 4				 	 	 	 	 	 	 
1278	100000244	2017-08-03	8	1	 	 	Employee 46	Team 4				 	 	 	 	 	 	 
1279	100000244	2017-08-10	8	1	 	 	Employee 46	Team 4				 	 	 	 	 	 	 
1280	100000244	2017-08-17	8	1	 	 	Employee 46	Team 4				 	 	 	 	 	 	 
1281	100000244	2017-08-24	8	1	 	 	Employee 46	Team 4				 	 	 	 	 	 	 
1282	100000244	2017-08-31	9	1	 	 	Employee 46	Team 4				 	 	 	 	 	 	 
1283	100000244	2017-09-07	9	1	 	 	Employee 46	Team 4				 	 	 	 	 	 	 
